y,U_0,U_1,U_2
-0.00221611,2.05205e-10,8.522e-08,0.0472205
-0.00210833,4.74886e-10,5.24888e-07,0.139554
-0.00200056,5.68818e-10,1.55397e-06,0.227576
-0.00189278,6.12509e-10,3.13404e-06,0.311294
-0.001785,6.36011e-10,5.07332e-06,0.390938
-0.00170528,6.63623e-10,6.62108e-06,0.447526
-0.00165139,7.01893e-10,7.69315e-06,0.48456
-0.00156944,7.43778e-10,9.29676e-06,0.5393
-0.00146167,7.75331e-10,1.1316e-05,0.608963
-0.00135389,6.89832e-10,1.31453e-05,0.679579
-0.00122472,4.73778e-10,1.45277e-05,0.756001
-0.0010718,3.13838e-10,1.50557e-05,0.8326
-0.000914483,2.54784e-10,1.46095e-05,0.900065
-0.00075341,2.23844e-10,1.33098e-05,0.956199
-0.000589235,2.023e-10,1.1248e-05,1.00113
-0.000422629,2.73253e-10,8.5398e-06,1.03487
-0.000297953,3.76443e-10,6.2165e-06,1.05303
-0.000213427,4.21043e-10,4.5108e-06,1.06148
-8.48764e-05,3.22982e-10,1.81532e-06,1.06867
4.6375e-05,1.72582e-10,-9.90068e-07,1.06995
0.000131251,1.18969e-10,-2.80424e-06,1.06713
0.000184131,1.12279e-10,-3.91733e-06,1.06441
0.000268657,2.1592e-10,-5.623e-06,1.05596
0.000422629,3.4041e-10,-8.53738e-06,1.03487
0.000589235,3.2229e-10,-1.12455e-05,1.00113
0.00075341,5.81812e-10,-1.33073e-05,0.956199
0.000914483,1.16882e-09,-1.46071e-05,0.900065
0.0010718,1.28659e-09,-1.50535e-05,0.8326
0.00122472,1.19231e-09,-1.4526e-05,0.756001
0.00135389,1.32606e-09,-1.31439e-05,0.679579
0.00146167,1.30818e-09,-1.13149e-05,0.608963
0.00156944,1.15946e-09,-9.29584e-06,0.5393
0.00167722,1.08846e-09,-7.17857e-06,0.466807
0.001785,1.04178e-09,-5.07284e-06,0.390938
0.00189278,9.50798e-10,-3.13368e-06,0.311294
0.00200056,8.64424e-10,-1.55381e-06,0.227576
0.00210833,8.42224e-10,-5.24989e-07,0.139554
0.00221611,4.23503e-10,-8.53259e-08,0.0472205
