y,U_0,U_1,U_2
-0.00221611,9.99365e-11,1.7549e-06,0.047527
-0.00210833,2.05879e-10,7.41515e-06,0.140418
-0.00200056,2.34076e-10,1.77637e-05,0.22888
-0.00190543,2.8976e-10,3.06799e-05,0.303299
-0.00185154,3.33528e-10,3.91389e-05,0.344229
-0.001785,4.17574e-10,5.11167e-05,0.392721
-0.00167722,5.98256e-10,7.21798e-05,0.468605
-0.00156944,8.13904e-10,9.48991e-05,0.540942
-0.00146167,9.92615e-10,0.000118213,0.610265
-0.00135389,1.07228e-09,0.000141982,0.680314
-0.00122472,1.02892e-09,0.000165732,0.755849
-0.0010718,8.7607e-10,0.000184559,0.831236
-0.000914483,6.5117e-10,0.000192397,0.897283
-0.00075341,4.75449e-10,0.000186371,0.951918
-0.000589235,4.49848e-10,0.000165526,0.995389
-0.000422629,4.50066e-10,0.00013047,1.02786
-0.00027397,4.39468e-10,8.96232e-05,1.04756
-0.000189445,4.57987e-10,6.36121e-05,1.05565
-0.000110431,4.97317e-10,3.74402e-05,1.05941
-2.55549e-05,5.47416e-10,8.66425e-06,1.0621
8.48764e-05,5.49989e-10,-2.87757e-05,1.06022
0.000204945,5.32269e-10,-6.83814e-05,1.05416
0.00028947,5.19758e-10,-9.43926e-05,1.04608
0.000422629,5.18794e-10,-0.00013047,1.02786
0.000589235,4.74632e-10,-0.000165526,0.995389
0.00075341,3.74674e-10,-0.000186373,0.951918
0.000914483,3.2498e-10,-0.0001924,0.897283
0.0010718,3.18696e-10,-0.000184561,0.831236
0.00122472,2.95807e-10,-0.000165735,0.755849
0.00135389,2.43259e-10,-0.000141984,0.680314
0.00146167,1.63822e-10,-0.000118215,0.610265
0.00156944,6.19587e-11,-9.49009e-05,0.540942
0.00167722,-5.92996e-11,-7.21811e-05,0.468605
0.001785,-1.89308e-10,-5.11177e-05,0.392721
0.00189278,-3.10581e-10,-3.26666e-05,0.312908
0.00200056,-3.99728e-10,-1.77642e-05,0.22888
0.00210833,-4.29437e-10,-7.4154e-06,0.140418
