y,U_0,U_1,U_2
-0.00221611,1.7826e-10,3.03093e-06,0.0477532
-0.00210833,4.02643e-10,1.28102e-05,0.141056
-0.00200056,4.76266e-10,3.06963e-05,0.229844
-0.00189278,5.38779e-10,5.64617e-05,0.314104
-0.00179918,6.12024e-10,8.38263e-05,0.383802
-0.00174529,6.6391e-10,0.000101111,0.422722
-0.00167722,7.10036e-10,0.000124819,0.469938
-0.00156944,7.58774e-10,0.000164142,0.542161
-0.00146167,8.06303e-10,0.000204508,0.611236
-0.00135389,8.37964e-10,0.000245675,0.680866
-0.00122472,7.9447e-10,0.000286828,0.755744
-0.0010718,7.00544e-10,0.000319465,0.830235
-0.000914483,5.75682e-10,0.000333069,0.895234
-0.00075341,5.31115e-10,0.000322651,0.94876
-0.000589235,5.81014e-10,0.000286561,0.991154
-0.000422629,5.19144e-10,0.000225866,1.02269
-0.000290894,4.48185e-10,0.000164164,1.0402
-0.000206368,4.66803e-10,0.000119133,1.04801
-8.48764e-05,4.68684e-10,4.98135e-05,1.05398
1.54969e-05,4.51083e-10,-9.09482e-06,1.05611
0.000100373,3.8855e-10,-5.89082e-05,1.05351
0.000195277,3.33676e-10,-0.000113224,1.04903
0.000279802,3.21231e-10,-0.000158255,1.04122
0.000422629,3.12489e-10,-0.000225866,1.02269
0.000589235,2.5587e-10,-0.000286561,0.991154
0.00075341,1.81171e-10,-0.000322651,0.94876
0.000914483,1.81391e-10,-0.000333069,0.895234
0.0010718,2.69568e-10,-0.000319465,0.830235
0.00122472,4.83627e-10,-0.000286828,0.755744
0.00135389,6.82694e-10,-0.000245675,0.680866
0.00146167,7.43742e-10,-0.000204508,0.611236
0.00156944,7.72467e-10,-0.000164142,0.542161
0.00167722,8.03738e-10,-0.000124819,0.469938
0.001785,8.05631e-10,-8.83746e-05,0.394043
0.00189278,7.83137e-10,-5.64618e-05,0.314104
0.00200056,7.47512e-10,-3.06964e-05,0.229844
0.00210833,6.80954e-10,-1.28102e-05,0.141056
