y,U_0,U_1,U_2
-0.00220071,-6.3068e-11,2.79556e-06,0.0604525
-0.00206214,-1.69951e-10,1.16324e-05,0.177831
-0.00192357,-2.51893e-10,2.7417e-05,0.288034
-0.00185414,-2.90082e-10,3.71861e-05,0.341414
-0.00178486,-3.20081e-10,4.95901e-05,0.391279
-0.00164643,-3.7502e-10,7.59758e-05,0.487835
-0.00150786,-4.37539e-10,0.000104525,0.578867
-0.00136929,-5.67853e-10,0.00013456,0.670353
-0.00119908,-7.86136e-10,0.000163875,0.768234
-0.00100877,-7.27116e-10,0.000182127,0.856188
-0.000903854,-5.10588e-10,0.000187328,0.899987
-0.000868044,-3.64795e-10,0.000186787,0.912804
-0.000759883,2.41585e-10,0.000179806,0.946591
-0.000561392,9.79894e-10,0.000154371,0.998043
-0.000338493,9.81814e-10,0.000104056,1.0364
-0.000113108,5.12767e-10,3.67526e-05,1.05553
6.54486e-05,2.33228e-10,-2.12665e-05,1.05754
0.000178557,1.39435e-10,-5.80191e-05,1.05277
0.000338493,3.73302e-11,-0.000104056,1.0364
0.000561392,-8.77517e-11,-0.000154371,0.998043
0.000743271,-1.62493e-10,-0.000178734,0.95178
0.000851433,-1.81078e-10,-0.000185715,0.917993
0.000916638,-1.84045e-10,-0.000186694,0.89465
0.00102155,-1.71536e-10,-0.000181493,0.850851
0.00119908,-1.43533e-10,-0.000163874,0.768234
0.00136929,-1.11083e-10,-0.00013456,0.670353
0.00150786,-9.18803e-11,-0.000104525,0.578867
0.00164643,-7.87562e-11,-7.59758e-05,0.487835
0.001785,-6.5004e-11,-4.95643e-05,0.391176
0.00192357,-5.06287e-11,-2.7417e-05,0.288034
0.00206214,-3.34404e-11,-1.16324e-05,0.177831
