y,U_0,U_1,U_2
-0.00220071,-2.18757e-14,1.03709e-08,0.060073
-0.00206214,-5.93806e-14,2.97407e-08,0.176785
-0.00192357,-9.37583e-14,4.31167e-08,0.286519
-0.00183525,-1.17659e-13,4.69116e-08,0.353297
-0.00176597,-1.36415e-13,4.47928e-08,0.403101
-0.00164643,-1.81276e-13,3.45164e-08,0.486091
-0.00150786,-2.43781e-13,1.12799e-08,0.577418
-0.00136929,-2.99846e-13,-2.30875e-08,0.669562
-0.00119908,-3.68337e-13,-6.39354e-08,0.768609
-0.00102123,-4.515e-13,-9.47716e-08,0.852776
-0.000916315,-5.05349e-13,-1.08215e-07,0.897513
-0.000849663,-5.30919e-13,-1.12454e-07,0.921879
-0.000741502,-5.62271e-13,-1.1428e-07,0.956661
-0.000561392,-5.98058e-13,-1.05016e-07,1.00391
-0.000338493,-6.30585e-13,-7.38697e-08,1.04378
-0.000163542,-6.53363e-13,-3.84323e-08,1.06153
-5.04337e-05,-6.64005e-13,-1.18521e-08,1.06653
0.000113108,-6.74384e-13,2.65798e-08,1.06376
0.000338493,-6.74975e-13,7.38689e-08,1.04378
0.000561392,-6.46148e-13,1.05015e-07,1.00391
0.000768614,-5.94413e-13,1.13821e-07,0.947942
0.000876775,-5.63119e-13,1.11995e-07,0.91316
0.00089721,-5.56172e-13,1.10663e-07,0.905659
0.00100212,-5.1359e-13,9.72194e-08,0.860923
0.00119908,-4.37136e-13,6.39352e-08,0.768609
0.00136929,-3.68602e-13,2.30874e-08,0.669562
0.00150786,-3.00037e-13,-1.12799e-08,0.577418
0.00164643,-2.31276e-13,-3.45164e-08,0.486091
0.001785,-1.75016e-13,-4.53749e-08,0.389419
0.00192357,-1.31259e-13,-4.31167e-08,0.286519
0.00206214,-8.81317e-14,-2.97407e-08,0.176785
