y,U_0,U_1,U_2
-0.00220071,-4.05028e-14,6.7609e-10,0.0600733
-0.00206214,-1.00506e-13,2.39734e-09,0.176786
-0.00192357,-1.35007e-13,4.83548e-09,0.286521
-0.00179446,-1.62962e-13,7.59177e-09,0.382623
-0.00172517,-1.77963e-13,9.17056e-09,0.432427
-0.00164643,-1.94387e-13,1.10268e-08,0.486093
-0.00150786,-2.16883e-13,1.4255e-08,0.57742
-0.00136929,-2.22552e-13,1.7453e-08,0.669564
-0.00119908,-2.46066e-13,2.0461e-08,0.768611
-0.00104025,-3.02434e-13,2.20927e-08,0.844669
-0.000935333,-3.57507e-13,2.25171e-08,0.889405
-0.000827843,-4.01814e-13,2.21654e-08,0.928898
-0.000719682,-4.36926e-13,2.11967e-08,0.963679
-0.000561392,-4.43141e-13,1.83503e-08,1.00391
-0.000338493,-4.13817e-13,1.22965e-08,1.04378
-0.000185405,-3.93075e-13,7.0993e-09,1.06057
-7.22968e-05,-3.91199e-13,2.76799e-09,1.06557
0.000113108,-3.8562e-13,-4.33201e-09,1.06376
0.000338493,-3.74984e-13,-1.22985e-08,1.04378
0.000561392,-3.6373e-13,-1.83533e-08,1.00391
0.000769885,-3.34845e-13,-2.16492e-08,0.947535
0.000878046,-3.08446e-13,-2.26174e-08,0.912754
0.000896326,-3.03515e-13,-2.26771e-08,0.906038
0.00100124,-2.71739e-13,-2.2252e-08,0.861302
0.00119908,-2.37475e-13,-2.04616e-08,0.768611
0.00136929,-2.07564e-13,-1.74534e-08,0.669564
0.00150786,-1.36297e-13,-1.42555e-08,0.57742
0.00164643,-6.12741e-14,-1.10272e-08,0.486093
0.001785,-1.87593e-14,-7.80746e-09,0.38942
0.00192357,-6.27306e-16,-4.83557e-09,0.286521
0.00206214,5.74943e-15,-2.39736e-09,0.176786
