y,U_0,U_1,U_2
-0.00220071,-2.23137e-11,2.79557e-06,0.0604526
-0.00206214,-5.0439e-11,1.16324e-05,0.177831
-0.00194356,-5.71399e-11,2.46059e-05,0.272662
-0.00187428,-5.839e-11,3.43492e-05,0.325939
-0.001785,-6.00008e-11,4.95644e-05,0.391176
-0.00164643,-6.31266e-11,7.59759e-05,0.487835
-0.00150786,-6.81282e-11,0.000104525,0.578867
-0.00136929,-6.69611e-11,0.000134561,0.670353
-0.00119908,-5.6334e-11,0.000163875,0.768234
-0.000997691,-5e-11,0.000182677,0.860813
-0.000892776,-5e-11,0.000187877,0.904612
-0.000882557,-5e-11,0.000187724,0.90827
-0.000774396,-5e-11,0.000180743,0.942057
-0.000561392,-4.37712e-11,0.000154371,0.998043
-0.000338493,-3.12712e-11,0.000104056,1.0364
-0.000113108,-2.5e-11,3.67525e-05,1.05553
0.000113108,-2.5e-11,-3.67525e-05,1.05553
0.000245296,-2.39343e-11,-7.86968e-05,1.04831
0.000357573,-1.76631e-11,-0.000109248,1.03396
0.000561392,-1.251e-11,-0.000154371,0.998043
0.000724794,-1.55969e-11,-0.000177542,0.957552
0.000832955,-2.18157e-11,-0.000184523,0.923765
0.000930964,-2.24408e-11,-0.000185984,0.888669
0.00103588,-1.61419e-11,-0.000180784,0.84487
0.00119908,-1.25351e-11,-0.000163875,0.768234
0.00136929,-1.69611e-11,-0.000134561,0.670353
0.00150786,-1.75037e-11,-0.000104525,0.578867
0.00164643,-1.12521e-11,-7.59759e-05,0.487835
0.001785,-7.50079e-12,-4.95644e-05,0.391176
0.00192357,-5.62534e-12,-2.74171e-05,0.288034
0.00206214,-5.99976e-12,-1.16324e-05,0.177831
