Node Number, X [ m ], Y [ m ], Z [ m ], Velocity [ m s^-1 ]
146.0000000000,-0.0016003856,0.0000000000,0.0500000007,0.5274634361
147.0000000000,-0.0015958584,0.0000000000,0.0500000007,0.5304760933
148.0000000000,-0.0015913311,0.0000000000,0.0500000007,0.5334886313
149.0000000000,-0.0015868038,0.0000000000,0.0500000007,0.5365013480
150.0000000000,-0.0015822765,0.0000000000,0.0500000007,0.5395140052
151.0000000000,-0.0015777493,0.0000000000,0.0500000007,0.5425267220
152.0000000000,-0.0015732220,0.0000000000,0.0500000007,0.5453189611
153.0000000000,-0.0015686947,0.0000000000,0.0500000007,0.5480771661
154.0000000000,-0.0015641674,0.0000000000,0.0500000007,0.5508353114
155.0000000000,-0.0015596402,0.0000000000,0.0500000007,0.5535935760
156.0000000000,-0.0015551129,0.0000000000,0.0500000007,0.5563517809
157.0000000000,-0.0015505856,0.0000000000,0.0500000007,0.5591099262
158.0000000000,-0.0015460583,0.0000000000,0.0500000007,0.5618681908
159.0000000000,-0.0015415311,0.0000000000,0.0500000007,0.5646263361
160.0000000000,-0.0015370038,0.0000000000,0.0500000007,0.5673845410
161.0000000000,-0.0015324765,0.0000000000,0.0500000007,0.5701427460
162.0000000000,-0.0015279492,0.0000000000,0.0500000007,0.5729009509
163.0000000000,-0.0015234220,0.0000000000,0.0500000007,0.5756591559
164.0000000000,-0.0015188947,0.0000000000,0.0500000007,0.5784173608
165.0000000000,-0.0015143674,0.0000000000,0.0500000007,0.5811755657
166.0000000000,-0.0015098401,0.0000000000,0.0500000007,0.5839337707
167.0000000000,-0.0015053129,0.0000000000,0.0500000007,0.5866919756
168.0000000000,-0.0015007856,0.0000000000,0.0500000007,0.5894501209
169.0000000000,-0.0014962583,0.0000000000,0.0500000007,0.5922083855
170.0000000000,-0.0014917310,0.0000000000,0.0500000007,0.5949665904
171.0000000000,-0.0014872038,0.0000000000,0.0500000007,0.5977247953
172.0000000000,-0.0014826765,0.0000000000,0.0500000007,0.6004829407
173.0000000000,-0.0014781492,0.0000000000,0.0500000007,0.6032412052
174.0000000000,-0.0014736219,0.0000000000,0.0500000007,0.6059993506
175.0000000000,-0.0014690947,0.0000000000,0.0500000007,0.6087576151
176.0000000000,-0.0014645674,0.0000000000,0.0500000007,0.6115157604
177.0000000000,-0.0014600401,0.0000000000,0.0500000007,0.6142739654
178.0000000000,-0.0014555128,0.0000000000,0.0500000007,0.6170313358
179.0000000000,-0.0014509856,0.0000000000,0.0500000007,0.6197906733
180.0000000000,-0.0014464583,0.0000000000,0.0500000007,0.6225486398
181.0000000000,-0.0014419310,0.0000000000,0.0500000007,0.6253067851
182.0000000000,-0.0014374037,0.0000000000,0.0500000007,0.6279993653
183.0000000000,-0.0014328765,0.0000000000,0.0500000007,0.6305038929
184.0000000000,-0.0014283492,0.0000000000,0.0500000007,0.6330083013
185.0000000000,-0.0014238219,0.0000000000,0.0500000007,0.6355128288
186.0000000000,-0.0014192946,0.0000000000,0.0500000007,0.6380172372
187.0000000000,-0.0014147674,0.0000000000,0.0500000007,0.6405217648
188.0000000000,-0.0014102401,0.0000000000,0.0500000007,0.6430262327
189.0000000000,-0.0014057128,0.0000000000,0.0500000007,0.6455307007
190.0000000000,-0.0014011855,0.0000000000,0.0500000007,0.6480351687
191.0000000000,-0.0013966582,0.0000000000,0.0500000007,0.6505395770
192.0000000000,-0.0013921310,0.0000000000,0.0500000007,0.6530441046
193.0000000000,-0.0013876037,0.0000000000,0.0500000007,0.6555485725
194.0000000000,-0.0013830764,0.0000000000,0.0500000007,0.6580530405
195.0000000000,-0.0013785491,0.0000000000,0.0500000007,0.6605574489
196.0000000000,-0.0013740219,0.0000000000,0.0500000007,0.6630619764
197.0000000000,-0.0013694946,0.0000000000,0.0500000007,0.6655664444
198.0000000000,-0.0013649673,0.0000000000,0.0500000007,0.6680709124
199.0000000000,-0.0013604400,0.0000000000,0.0500000007,0.6705753803
200.0000000000,-0.0013559128,0.0000000000,0.0500000007,0.6730798483
201.0000000000,-0.0013513855,0.0000000000,0.0500000007,0.6755842567
202.0000000000,-0.0013468582,0.0000000000,0.0500000007,0.6780887246
203.0000000000,-0.0013423309,0.0000000000,0.0500000007,0.6805932522
204.0000000000,-0.0013378037,0.0000000000,0.0500000007,0.6830976605
205.0000000000,-0.0013332764,0.0000000000,0.0500000007,0.6856020689
206.0000000000,-0.0013287491,0.0000000000,0.0500000007,0.6881065965
207.0000000000,-0.0013242218,0.0000000000,0.0500000007,0.6906110644
208.0000000000,-0.0013196946,0.0000000000,0.0500000007,0.6931155324
209.0000000000,-0.0013151673,0.0000000000,0.0500000007,0.6956200004
210.0000000000,-0.0013106400,0.0000000000,0.0500000007,0.6981244683
211.0000000000,-0.0013061127,0.0000000000,0.0500000007,0.7006289959
212.0000000000,-0.0013015855,0.0000000000,0.0500000007,0.7031334639
213.0000000000,-0.0012970582,0.0000000000,0.0500000007,0.7054033876
214.0000000000,-0.0012925309,0.0000000000,0.0500000007,0.7075468898
215.0000000000,-0.0012880036,0.0000000000,0.0500000007,0.7096905112
216.0000000000,-0.0012834764,0.0000000000,0.0500000007,0.7118318081
217.0000000000,-0.0012789491,0.0000000000,0.0500000007,0.7139779925
218.0000000000,-0.0012744218,0.0000000000,0.0500000007,0.7161237598
219.0000000000,-0.0012698945,0.0000000000,0.0500000007,0.7182646394
220.0000000000,-0.0012653673,0.0000000000,0.0500000007,0.7204081416
221.0000000000,-0.0012608400,0.0000000000,0.0500000007,0.7225517035
222.0000000000,-0.0012563127,0.0000000000,0.0500000007,0.7246952653
223.0000000000,-0.0012517854,0.0000000000,0.0500000007,0.7268388271
224.0000000000,-0.0012472582,0.0000000000,0.0500000007,0.7289823294
225.0000000000,-0.0012427309,0.0000000000,0.0500000007,0.7311258912
226.0000000000,-0.0012382036,0.0000000000,0.0500000007,0.7332694531
227.0000000000,-0.0012336763,0.0000000000,0.0500000007,0.7354129553
228.0000000000,-0.0012291491,0.0000000000,0.0500000007,0.7375565767
229.0000000000,-0.0012246218,0.0000000000,0.0500000007,0.7397000790
230.0000000000,-0.0012200945,0.0000000000,0.0500000007,0.7418435812
231.0000000000,-0.0012155672,0.0000000000,0.0500000007,0.7439872026
232.0000000000,-0.0012110400,0.0000000000,0.0500000007,0.7461307049
233.0000000000,-0.0012065127,0.0000000000,0.0500000007,0.7482742667
234.0000000000,-0.0012019854,0.0000000000,0.0500000007,0.7504178286
235.0000000000,-0.0011974581,0.0000000000,0.0500000007,0.7525613308
236.0000000000,-0.0011929309,0.0000000000,0.0500000007,0.7547048926
237.0000000000,-0.0011884036,0.0000000000,0.0500000007,0.7568484545
238.0000000000,-0.0011838763,0.0000000000,0.0500000007,0.7589919567
239.0000000000,-0.0011793490,0.0000000000,0.0500000007,0.7611355186
240.0000000000,-0.0011748218,0.0000000000,0.0500000007,0.7632790804
241.0000000000,-0.0011702945,0.0000000000,0.0500000007,0.7654226422
242.0000000000,-0.0011657672,0.0000000000,0.0500000007,0.7675662041
243.0000000000,-0.0011612399,0.0000000000,0.0500000007,0.7697097063
244.0000000000,-0.0011567126,0.0000000000,0.0500000007,0.7718532085
245.0000000000,-0.0011521854,0.0000000000,0.0500000007,0.7739968300
246.0000000000,-0.0011476581,0.0000000000,0.0500000007,0.7761403918
247.0000000000,-0.0011431308,0.0000000000,0.0500000007,0.7782838941
248.0000000000,-0.0011386035,0.0000000000,0.0500000007,0.7804274559
249.0000000000,-0.0011340763,0.0000000000,0.0500000007,0.7825710177
250.0000000000,-0.0011295490,0.0000000000,0.0500000007,0.7847145200
251.0000000000,-0.0011250217,0.0000000000,0.0500000007,0.7868580818
252.0000000000,-0.0011204944,0.0000000000,0.0500000007,0.7890016437
253.0000000000,-0.0011159672,0.0000000000,0.0500000007,0.7911451459
254.0000000000,-0.0011114399,0.0000000000,0.0500000007,0.7932887077
255.0000000000,-0.0011069126,0.0000000000,0.0500000007,0.7954322696
256.0000000000,-0.0011023853,0.0000000000,0.0500000007,0.7975758314
257.0000000000,-0.0010978581,0.0000000000,0.0500000007,0.7996937037
258.0000000000,-0.0010933308,0.0000000000,0.0500000007,0.8014628291
259.0000000000,-0.0010888035,0.0000000000,0.0500000007,0.8032318950
260.0000000000,-0.0010842762,0.0000000000,0.0500000007,0.8049976230
261.0000000000,-0.0010797490,0.0000000000,0.0500000007,0.8067688346
262.0000000000,-0.0010752217,0.0000000000,0.0500000007,0.8085399270
263.0000000000,-0.0010706944,0.0000000000,0.0500000007,0.8103106618
264.0000000000,-0.0010661671,0.0000000000,0.0500000007,0.8120774627
265.0000000000,-0.0010616399,0.0000000000,0.0500000007,0.8138465881
266.0000000000,-0.0010571126,0.0000000000,0.0500000007,0.8156157136
267.0000000000,-0.0010525853,0.0000000000,0.0500000007,0.8173847795
268.0000000000,-0.0010480580,0.0000000000,0.0500000007,0.8191539049
269.0000000000,-0.0010435308,0.0000000000,0.0500000007,0.8209230900
270.0000000000,-0.0010390035,0.0000000000,0.0500000007,0.8226921558
271.0000000000,-0.0010344762,0.0000000000,0.0500000007,0.8244612217
272.0000000000,-0.0010299489,0.0000000000,0.0500000007,0.8262304068
273.0000000000,-0.0010254217,0.0000000000,0.0500000007,0.8279994726
274.0000000000,-0.0010208944,0.0000000000,0.0500000007,0.8297685981
275.0000000000,-0.0010163671,0.0000000000,0.0500000007,0.8315377235
276.0000000000,-0.0010118398,0.0000000000,0.0500000007,0.8333067894
277.0000000000,-0.0010073126,0.0000000000,0.0500000007,0.8350759745
278.0000000000,-0.0010027853,0.0000000000,0.0500000007,0.8368450403
279.0000000000,-0.0009982580,0.0000000000,0.0500000007,0.8386141658
280.0000000000,-0.0009937307,0.0000000000,0.0500000007,0.8403833509
281.0000000000,-0.0009892035,0.0000000000,0.0500000007,0.8421524167
282.0000000000,-0.0009846762,0.0000000000,0.0500000007,0.8439215422
283.0000000000,-0.0009801489,0.0000000000,0.0500000007,0.8456906676
284.0000000000,-0.0009756216,0.0000000000,0.0500000007,0.8474597931
285.0000000000,-0.0009710944,0.0000000000,0.0500000007,0.8492288590
286.0000000000,-0.0009665671,0.0000000000,0.0500000007,0.8509980440
287.0000000000,-0.0009620398,0.0000000000,0.0500000007,0.8527671099
288.0000000000,-0.0009575125,0.0000000000,0.0500000007,0.8545362353
289.0000000000,-0.0009529853,0.0000000000,0.0500000007,0.8563053608
290.0000000000,-0.0009484580,0.0000000000,0.0500000007,0.8580744863
291.0000000000,-0.0009439307,0.0000000000,0.0500000007,0.8598435521
292.0000000000,-0.0009394034,0.0000000000,0.0500000007,0.8616126776
293.0000000000,-0.0009348762,0.0000000000,0.0500000007,0.8633818030
294.0000000000,-0.0009303489,0.0000000000,0.0500000007,0.8651509285
295.0000000000,-0.0009258216,0.0000000000,0.0500000007,0.8669199944
296.0000000000,-0.0009212943,0.0000000000,0.0500000007,0.8686891794
297.0000000000,-0.0009167671,0.0000000000,0.0500000007,0.8704582453
298.0000000000,-0.0009122398,0.0000000000,0.0500000007,0.8722273707
299.0000000000,-0.0009077125,0.0000000000,0.0500000007,0.8739964962
300.0000000000,-0.0009031852,0.0000000000,0.0500000007,0.8757656217
301.0000000000,-0.0008986579,0.0000000000,0.0500000007,0.8775347471
302.0000000000,-0.0008941307,0.0000000000,0.0500000007,0.8793038130
303.0000000000,-0.0008896034,0.0000000000,0.0500000007,0.8810729384
304.0000000000,-0.0008850761,0.0000000000,0.0500000007,0.8825657368
305.0000000000,-0.0008805488,0.0000000000,0.0500000007,0.8839514256
306.0000000000,-0.0008760216,0.0000000000,0.0500000007,0.8853334189
307.0000000000,-0.0008714943,0.0000000000,0.0500000007,0.8867207766
308.0000000000,-0.0008669670,0.0000000000,0.0500000007,0.8881081343
309.0000000000,-0.0008624397,0.0000000000,0.0500000007,0.8894947767
310.0000000000,-0.0008579125,0.0000000000,0.0500000007,0.8908814788
311.0000000000,-0.0008533852,0.0000000000,0.0500000007,0.8922649026
312.0000000000,-0.0008488579,0.0000000000,0.0500000007,0.8936505318
313.0000000000,-0.0008443306,0.0000000000,0.0500000007,0.8950361013
314.0000000000,-0.0008398034,0.0000000000,0.0500000007,0.8964216709
315.0000000000,-0.0008352761,0.0000000000,0.0500000007,0.8978073597
316.0000000000,-0.0008307488,0.0000000000,0.0500000007,0.8991929293
317.0000000000,-0.0008262215,0.0000000000,0.0500000007,0.9005786181
318.0000000000,-0.0008216943,0.0000000000,0.0500000007,0.9019641876
319.0000000000,-0.0008171670,0.0000000000,0.0500000007,0.9033497572
320.0000000000,-0.0008126397,0.0000000000,0.0500000007,0.9047353268
321.0000000000,-0.0008081124,0.0000000000,0.0500000007,0.9061210156
322.0000000000,-0.0008035852,0.0000000000,0.0500000007,0.9075065851
323.0000000000,-0.0007990579,0.0000000000,0.0500000007,0.9088921547
324.0000000000,-0.0007945306,0.0000000000,0.0500000007,0.9102777243
325.0000000000,-0.0007900033,0.0000000000,0.0500000007,0.9116633534
326.0000000000,-0.0007854761,0.0000000000,0.0500000007,0.9130489826
327.0000000000,-0.0007809488,0.0000000000,0.0500000007,0.9144345522
328.0000000000,-0.0007764215,0.0000000000,0.0500000007,0.9158201814
329.0000000000,-0.0007718942,0.0000000000,0.0500000007,0.9172057509
330.0000000000,-0.0007673670,0.0000000000,0.0500000007,0.9185913801
331.0000000000,-0.0007628397,0.0000000000,0.0500000007,0.9199770093
332.0000000000,-0.0007583124,0.0000000000,0.0500000007,0.9213625789
333.0000000000,-0.0007537851,0.0000000000,0.0500000007,0.9227482081
334.0000000000,-0.0007492579,0.0000000000,0.0500000007,0.9241337776
335.0000000000,-0.0007447306,0.0000000000,0.0500000007,0.9255194068
336.0000000000,-0.0007402033,0.0000000000,0.0500000007,0.9269049764
337.0000000000,-0.0007356760,0.0000000000,0.0500000007,0.9282906056
338.0000000000,-0.0007311488,0.0000000000,0.0500000007,0.9296761751
339.0000000000,-0.0007266215,0.0000000000,0.0500000007,0.9310618043
340.0000000000,-0.0007220942,0.0000000000,0.0500000007,0.9324473739
341.0000000000,-0.0007175669,0.0000000000,0.0500000007,0.9338330030
342.0000000000,-0.0007130397,0.0000000000,0.0500000007,0.9352186322
343.0000000000,-0.0007085124,0.0000000000,0.0500000007,0.9366042018
344.0000000000,-0.0007039851,0.0000000000,0.0500000007,0.9379898310
345.0000000000,-0.0006994578,0.0000000000,0.0500000007,0.9393754005
346.0000000000,-0.0006949306,0.0000000000,0.0500000007,0.9407610297
347.0000000000,-0.0006904033,0.0000000000,0.0500000007,0.9421465993
348.0000000000,-0.0006858760,0.0000000000,0.0500000007,0.9435322285
349.0000000000,-0.0006813487,0.0000000000,0.0500000007,0.9449177980
350.0000000000,-0.0006768215,0.0000000000,0.0500000007,0.9463033676
351.0000000000,-0.0006722942,0.0000000000,0.0500000007,0.9476890564
352.0000000000,-0.0006677669,0.0000000000,0.0500000007,0.9487076998
353.0000000000,-0.0006632396,0.0000000000,0.0500000007,0.9496986270
354.0000000000,-0.0006587123,0.0000000000,0.0500000007,0.9506944418
355.0000000000,-0.0006541851,0.0000000000,0.0500000007,0.9516903758
356.0000000000,-0.0006496578,0.0000000000,0.0500000007,0.9526860714
357.0000000000,-0.0006451305,0.0000000000,0.0500000007,0.9536814094
358.0000000000,-0.0006406032,0.0000000000,0.0500000007,0.9546767473
359.0000000000,-0.0006360760,0.0000000000,0.0500000007,0.9556720853
360.0000000000,-0.0006315487,0.0000000000,0.0500000007,0.9566645026
361.0000000000,-0.0006270214,0.0000000000,0.0500000007,0.9576591253
362.0000000000,-0.0006224941,0.0000000000,0.0500000007,0.9586536884
363.0000000000,-0.0006179669,0.0000000000,0.0500000007,0.9596483111
364.0000000000,-0.0006134396,0.0000000000,0.0500000007,0.9606429339
365.0000000000,-0.0006089123,0.0000000000,0.0500000007,0.9616374970
366.0000000000,-0.0006043850,0.0000000000,0.0500000007,0.9626321793
367.0000000000,-0.0005998578,0.0000000000,0.0500000007,0.9636267424
368.0000000000,-0.0005953305,0.0000000000,0.0500000007,0.9646213055
369.0000000000,-0.0005908032,0.0000000000,0.0500000007,0.9656159282
370.0000000000,-0.0005862759,0.0000000000,0.0500000007,0.9666105509
371.0000000000,-0.0005817487,0.0000000000,0.0500000007,0.9676052332
372.0000000000,-0.0005772214,0.0000000000,0.0500000007,0.9685997367
373.0000000000,-0.0005726941,0.0000000000,0.0500000007,0.9695942998
374.0000000000,-0.0005681668,0.0000000000,0.0500000007,0.9705889225
375.0000000000,-0.0005636396,0.0000000000,0.0500000007,0.9715836048
376.0000000000,-0.0005591123,0.0000000000,0.0500000007,0.9725781679
377.0000000000,-0.0005545850,0.0000000000,0.0500000007,0.9735727310
378.0000000000,-0.0005500577,0.0000000000,0.0500000007,0.9745674133
379.0000000000,-0.0005455305,0.0000000000,0.0500000007,0.9755619764
380.0000000000,-0.0005410032,0.0000000000,0.0500000007,0.9765565395
381.0000000000,-0.0005364759,0.0000000000,0.0500000007,0.9775511026
382.0000000000,-0.0005319486,0.0000000000,0.0500000007,0.9785457850
383.0000000000,-0.0005274214,0.0000000000,0.0500000007,0.9795403481
384.0000000000,-0.0005228941,0.0000000000,0.0500000007,0.9805349708
385.0000000000,-0.0005183668,0.0000000000,0.0500000007,0.9815295935
