"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.122,0,0,0,1,0,0,-0.00227,0.02
2.122,7.1776e-16,3.5518e-06,0.0040384,1,4.54e-06,0,-0.0022655,0.02
2.122,1.4355e-15,7.1036e-06,0.0080768,1,9.0799e-06,0,-0.0022609,0.02
2.122,2.1532e-15,1.0655e-05,0.012115,1,1.362e-05,0,-0.0022564,0.02
2.122,2.8708e-15,1.4207e-05,0.016154,1,1.816e-05,0,-0.0022518,0.02
2.122,3.5885e-15,1.7759e-05,0.020192,1,2.27e-05,0,-0.0022473,0.02
2.122,4.3061e-15,2.1311e-05,0.02423,1,2.724e-05,0,-0.0022428,0.02
2.122,5.0237e-15,2.4863e-05,0.028269,1,3.178e-05,0,-0.0022382,0.02
2.122,5.7412e-15,2.8414e-05,0.032307,1,3.632e-05,0,-0.0022337,0.02
2.122,6.4588e-15,3.1966e-05,0.036346,1,4.086e-05,0,-0.0022291,0.02
2.122,7.1764e-15,3.5518e-05,0.040384,1,4.54e-05,0,-0.0022246,0.02
2.122,7.894e-15,3.907e-05,0.044423,1,4.994e-05,0,-0.0022201,0.02
2.122,8.6115e-15,4.2622e-05,0.048461,1,5.448e-05,0,-0.0022155,0.02
2.122,9.3291e-15,4.6174e-05,0.052499,1,5.902e-05,0,-0.002211,0.02
2.122,1.0047e-14,4.9725e-05,0.056538,1,6.356e-05,0,-0.0022064,0.02
2.122,1.0764e-14,5.3277e-05,0.060576,1,6.81e-05,0,-0.0022019,0.02
2.122,1.1482e-14,5.6829e-05,0.064614,1,7.264e-05,0,-0.0021974,0.02
2.122,1.2199e-14,6.0381e-05,0.068653,1,7.718e-05,0,-0.0021928,0.02
2.122,1.2917e-14,6.3933e-05,0.072691,1,8.172e-05,0,-0.0021883,0.02
2.122,1.3635e-14,6.7485e-05,0.07673,1,8.626e-05,0,-0.0021837,0.02
2.122,1.4352e-14,7.1036e-05,0.080768,1,9.08e-05,0,-0.0021792,0.02
2.122,1.507e-14,7.4588e-05,0.084807,1,9.534e-05,0,-0.0021747,0.02
2.122,1.5787e-14,7.814e-05,0.088845,1,9.988e-05,0,-0.0021701,0.02
2.122,1.6505e-14,8.1692e-05,0.092883,1,0.00010442,0,-0.0021656,0.02
2.122,1.7223e-14,8.5244e-05,0.096922,1,0.00010896,0,-0.002161,0.02
2.122,1.794e-14,8.8795e-05,0.10096,1,0.0001135,0,-0.0021565,0.02
2.122,1.2348e-13,9.2347e-05,0.105,1,0.00011804,0,-0.002152,0.02
2.122,3.8098e-14,9.5899e-05,0.10904,1,0.00012258,0,-0.0021474,0.02
2.122,2.0093e-14,9.9451e-05,0.11308,1,0.00012712,0,-0.0021429,0.02
2.122,2.0811e-14,0.000103,0.11711,1,0.00013166,0,-0.0021383,0.02
2.122,2.1528e-14,0.00010655,0.12115,1,0.0001362,0,-0.0021338,0.02
2.122,2.2246e-14,0.00011011,0.12519,1,0.00014074,0,-0.0021293,0.02
2.122,2.2963e-14,0.00011366,0.12923,1,0.00014528,0,-0.0021247,0.02
2.122,2.3681e-14,0.00011721,0.13327,1,0.00014982,0,-0.0021202,0.02
2.122,2.4399e-14,0.00012076,0.13731,1,0.00015436,0,-0.0021156,0.02
2.122,2.5116e-14,0.00012431,0.14134,1,0.0001589,0,-0.0021111,0.02
2.122,2.5834e-14,0.00012787,0.14538,1,0.00016344,0,-0.0021066,0.02
2.122,2.6552e-14,0.00013142,0.14942,1,0.00016798,0,-0.002102,0.02
2.122,2.7269e-14,0.00013497,0.15346,1,0.00017252,0,-0.0020975,0.02
2.122,2.7987e-14,0.00013852,0.1575,1,0.00017706,0,-0.0020929,0.02
2.122,2.8705e-14,0.00014207,0.16154,1,0.0001816,0,-0.0020884,0.02
2.122,2.9423e-14,0.00014562,0.16557,1,0.00018614,0,-0.0020839,0.02
2.122,3.0141e-14,0.00014918,0.16961,1,0.00019068,0,-0.0020793,0.02
2.122,3.0859e-14,0.00015273,0.17365,1,0.00019522,0,-0.0020748,0.02
2.122,3.1577e-14,0.00015628,0.17769,1,0.00019976,0,-0.0020702,0.02
2.122,3.2295e-14,0.00015983,0.18173,1,0.0002043,0,-0.0020657,0.02
2.122,3.3013e-14,0.00016338,0.18577,1,0.00020884,0,-0.0020612,0.02
2.122,3.3731e-14,0.00016694,0.18981,1,0.00021338,0,-0.0020566,0.02
2.122,3.445e-14,0.00017049,0.19384,1,0.00021792,0,-0.0020521,0.02
2.122,3.5169e-14,0.00017404,0.19788,1,0.00022246,0,-0.0020475,0.02
2.122,3.5888e-14,0.00017759,0.20192,1,0.000227,0,-0.002043,0.02
2.122,3.6607e-14,0.00018114,0.20596,1,0.00023154,0,-0.0020385,0.02
2.122,3.7326e-14,0.00018469,0.21,1,0.00023608,0,-0.0020339,0.02
2.122,3.8046e-14,0.00018825,0.21404,1,0.00024062,0,-0.0020294,0.02
2.122,1.7468e-13,0.00019396,0.21778,1,0.00024516,0,-0.0020248,0.02
2.122,4.0738e-13,0.00020121,0.22132,1,0.0002497,0,-0.0020203,0.02
2.122,6.4009e-13,0.00020846,0.22486,1,0.00025424,0,-0.0020158,0.02
2.122,8.7279e-13,0.00021571,0.2284,1,0.00025878,0,-0.0020112,0.02
2.122,1.1055e-12,0.00022295,0.23194,1,0.00026332,0,-0.0020067,0.02
2.122,1.3382e-12,0.0002302,0.23548,1,0.00026786,0,-0.0020021,0.02
2.122,1.5709e-12,0.00023745,0.23902,1,0.0002724,0,-0.0019976,0.02
2.122,1.8036e-12,0.0002447,0.24256,1,0.00027694,0,-0.0019931,0.02
2.122,2.0363e-12,0.00025194,0.2461,1,0.00028148,0,-0.0019885,0.02
2.122,2.269e-12,0.00025919,0.24964,1,0.00028602,0,-0.001984,0.02
2.122,2.5017e-12,0.00026644,0.25318,1,0.00029056,0,-0.0019794,0.02
2.122,2.7344e-12,0.00027369,0.25672,1,0.0002951,0,-0.0019749,0.02
2.122,2.9671e-12,0.00028093,0.26026,1,0.00029964,0,-0.0019704,0.02
2.122,3.1998e-12,0.00028818,0.2638,1,0.00030418,0,-0.0019658,0.02
2.122,3.4325e-12,0.00029543,0.26734,1,0.00030872,0,-0.0019613,0.02
2.122,3.6652e-12,0.00030267,0.27088,1,0.00031326,0,-0.0019567,0.02
2.122,3.8979e-12,0.00030992,0.27442,1,0.0003178,0,-0.0019522,0.02
2.122,4.1306e-12,0.00031717,0.27796,1,0.00032234,0,-0.0019477,0.02
2.122,4.3633e-12,0.00032442,0.2815,1,0.00032688,0,-0.0019431,0.02
2.122,4.596e-12,0.00033166,0.28504,1,0.00033142,0,-0.0019386,0.02
2.122,4.8287e-12,0.00033891,0.28858,1,0.00033596,0,-0.001934,0.02
2.122,5.0614e-12,0.00034616,0.29212,1,0.0003405,0,-0.0019295,0.02
2.122,5.2941e-12,0.00035341,0.29566,1,0.00034504,0,-0.001925,0.02
2.122,5.5268e-12,0.00036065,0.2992,1,0.00034958,0,-0.0019204,0.02
2.122,5.7595e-12,0.0003679,0.30274,1,0.00035412,0,-0.0019159,0.02
2.122,5.9922e-12,0.00037515,0.30628,1,0.00035866,0,-0.0019113,0.02
2.122,6.2417e-12,0.0003824,0.30982,1,0.0003632,0,-0.0019068,0.02
2.122,7.356e-12,0.00038964,0.31336,1,0.00036774,0,-0.0019023,0.02
2.122,6.6904e-12,0.00039689,0.3169,1,0.00037228,0,-0.0018977,0.02
2.122,6.9231e-12,0.00040414,0.32044,1,0.00037682,0,-0.0018932,0.02
2.122,7.1558e-12,0.00041139,0.32398,1,0.00038136,0,-0.0018886,0.02
2.122,7.3885e-12,0.00041863,0.32752,1,0.0003859,0,-0.0018841,0.02
2.122,7.6212e-12,0.00042588,0.33106,1,0.00039044,0,-0.0018796,0.02
2.122,7.8539e-12,0.00043313,0.3346,1,0.00039498,0,-0.001875,0.02
2.122,8.0866e-12,0.00044038,0.33814,1,0.00039952,0,-0.0018705,0.02
2.122,8.3193e-12,0.00044762,0.34168,1,0.00040406,0,-0.0018659,0.02
