"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3992,0,0,0,1,0,0,-0.00227,0.08
1.3992,1.4817e-21,3.2562e-08,0.0038049,1,4.54e-06,0,-0.0022655,0.08
1.3992,2.549e-21,6.5124e-08,0.0076098,1,9.0799e-06,0,-0.0022609,0.08
1.3992,3.2746e-21,9.7685e-08,0.011415,1,1.362e-05,0,-0.0022564,0.08
1.3992,3.705e-21,1.3025e-07,0.01522,1,1.816e-05,0,-0.0022518,0.08
1.3992,3.9149e-21,1.6281e-07,0.019025,1,2.27e-05,0,-0.0022473,0.08
1.3992,3.944e-21,1.9537e-07,0.02283,1,2.724e-05,0,-0.0022428,0.08
1.3992,3.8299e-21,2.2793e-07,0.026634,1,3.178e-05,0,-0.0022382,0.08
1.3992,3.6012e-21,2.605e-07,0.030439,1,3.632e-05,0,-0.0022337,0.08
1.3992,3.3173e-21,2.9306e-07,0.034244,1,4.086e-05,0,-0.0022291,0.08
1.3992,3.0027e-21,3.2562e-07,0.038049,1,4.54e-05,0,-0.0022246,0.08
1.3992,2.6483e-21,3.5818e-07,0.041854,1,4.994e-05,0,-0.0022201,0.08
1.3992,2.3072e-21,3.9075e-07,0.045659,1,5.448e-05,0,-0.0022155,0.08
1.3992,1.9837e-21,4.2331e-07,0.049464,1,5.902e-05,0,-0.002211,0.08
1.3992,1.6734e-21,4.5587e-07,0.053269,1,6.356e-05,0,-0.0022064,0.08
1.3992,1.4292e-21,4.8843e-07,0.057074,1,6.81e-05,0,-0.0022019,0.08
1.3992,1.2071e-21,5.2099e-07,0.060879,1,7.264e-05,0,-0.0021974,0.08
1.3992,1.0203e-21,5.5356e-07,0.064684,1,7.718e-05,0,-0.0021928,0.08
1.3992,8.4224e-22,5.8612e-07,0.068489,1,8.172e-05,0,-0.0021883,0.08
1.3992,7.6339e-22,6.1868e-07,0.072293,1,8.626e-05,0,-0.0021837,0.08
1.3992,6.7132e-22,6.5124e-07,0.076098,1,9.08e-05,0,-0.0021792,0.08
1.3992,6.586e-22,6.838e-07,0.079903,1,9.534e-05,0,-0.0021747,0.08
1.3992,6.4147e-22,7.1637e-07,0.083708,1,9.988e-05,0,-0.0021701,0.08
1.3992,6.1994e-22,7.4893e-07,0.087513,1,0.00010442,0,-0.0021656,0.08
1.3992,6.4689e-22,7.8149e-07,0.091318,1,0.00010896,0,-0.002161,0.08
1.3992,6.7385e-22,8.1405e-07,0.095123,1,0.0001135,0,-0.0021565,0.08
1.3992,9.4151e-16,8.4661e-07,0.098928,1,0.00011804,0,-0.002152,0.08
1.3992,1.6816e-16,8.7918e-07,0.10273,1,0.00012258,0,-0.0021474,0.08
1.3992,7.5471e-22,9.1174e-07,0.10654,1,0.00012712,0,-0.0021429,0.08
1.3992,7.8166e-22,9.443e-07,0.11034,1,0.00013166,0,-0.0021383,0.08
1.3992,8.0861e-22,9.7686e-07,0.11415,1,0.0001362,0,-0.0021338,0.08
1.3992,9.039e-22,1.0094e-06,0.11795,1,0.00014074,0,-0.0021293,0.08
1.3992,9.3305e-22,1.042e-06,0.12176,1,0.00014528,0,-0.0021247,0.08
1.3992,1.1077e-21,1.0745e-06,0.12556,1,0.00014982,0,-0.0021202,0.08
1.3992,1.2911e-21,1.1071e-06,0.12937,1,0.00015436,0,-0.0021156,0.08
1.3992,1.6377e-21,1.1397e-06,0.13317,1,0.0001589,0,-0.0021111,0.08
1.3992,2.0812e-21,1.1722e-06,0.13698,1,0.00016344,0,-0.0021066,0.08
1.3992,2.7099e-21,1.2048e-06,0.14078,1,0.00016798,0,-0.002102,0.08
1.3992,3.6207e-21,1.2374e-06,0.14459,1,0.00017252,0,-0.0020975,0.08
1.3992,4.7475e-21,1.2699e-06,0.14839,1,0.00017706,0,-0.0020929,0.08
1.3992,6.3681e-21,1.3025e-06,0.1522,1,0.0001816,0,-0.0020884,0.08
1.3992,8.3347e-21,1.335e-06,0.156,1,0.00018614,0,-0.0020839,0.08
1.3992,1.0945e-20,1.3676e-06,0.15981,1,0.00019068,0,-0.0020793,0.08
1.3992,1.4144e-20,1.4002e-06,0.16361,1,0.00019522,0,-0.0020748,0.08
1.3992,1.8158e-20,1.4327e-06,0.16742,1,0.00019976,0,-0.0020702,0.08
1.3992,2.3034e-20,1.4653e-06,0.17122,1,0.0002043,0,-0.0020657,0.08
1.3992,2.9021e-20,1.4979e-06,0.17503,1,0.00020884,0,-0.0020612,0.08
1.3992,3.6282e-20,1.5304e-06,0.17883,1,0.00021338,0,-0.0020566,0.08
1.3992,4.4883e-20,1.563e-06,0.18264,1,0.00021792,0,-0.0020521,0.08
1.3992,5.5106e-20,1.5955e-06,0.18644,1,0.00022246,0,-0.0020475,0.08
1.3992,6.7141e-20,1.6281e-06,0.19025,1,0.000227,0,-0.002043,0.08
1.3992,8.1299e-20,1.6607e-06,0.19405,1,0.00023154,0,-0.0020385,0.08
1.3992,9.7678e-20,1.6932e-06,0.19786,1,0.00023608,0,-0.0020339,0.08
1.3992,1.1685e-19,1.7258e-06,0.20166,1,0.00024062,0,-0.0020294,0.08
1.3992,1.8361e-19,1.7777e-06,0.20524,1,0.00024516,0,-0.0020248,0.08
1.3992,1.6338e-19,1.8432e-06,0.20867,1,0.0002497,0,-0.0020203,0.08
1.3992,1.4434e-19,1.9087e-06,0.2121,1,0.00025424,0,-0.0020158,0.08
1.3992,1.2662e-19,1.9742e-06,0.21553,1,0.00025878,0,-0.0020112,0.08
1.3992,1.1018e-19,2.0398e-06,0.21895,1,0.00026332,0,-0.0020067,0.08
1.3992,9.5106e-20,2.1053e-06,0.22238,1,0.00026786,0,-0.0020021,0.08
1.3992,8.1315e-20,2.1708e-06,0.22581,1,0.0002724,0,-0.0019976,0.08
1.3992,6.8992e-20,2.2363e-06,0.22924,1,0.00027694,0,-0.0019931,0.08
1.3992,5.787e-20,2.3018e-06,0.23266,1,0.00028148,0,-0.0019885,0.08
1.3992,4.8096e-20,2.3674e-06,0.23609,1,0.00028602,0,-0.001984,0.08
1.3992,3.9504e-20,2.4329e-06,0.23952,1,0.00029056,0,-0.0019794,0.08
