"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.93266,0,0,0,1,0,0,-0.00227,0.12
0.93266,7.6794e-23,1.5954e-09,0.0038026,1,4.54e-06,0,-0.0022655,0.12
0.93266,1.3329e-22,3.1907e-09,0.0076053,1,9.0799e-06,0,-0.0022609,0.12
0.93266,1.7305e-22,4.7861e-09,0.011408,1,1.362e-05,0,-0.0022564,0.12
0.93266,1.9835e-22,6.3816e-09,0.015211,1,1.816e-05,0,-0.0022518,0.12
0.93266,2.1285e-22,7.9769e-09,0.019013,1,2.27e-05,0,-0.0022473,0.12
0.93266,2.185e-22,9.5723e-09,0.022816,1,2.724e-05,0,-0.0022428,0.12
0.93266,2.1713e-22,1.1168e-08,0.026619,1,3.178e-05,0,-0.0022382,0.12
0.93266,2.1014e-22,1.2763e-08,0.030421,1,3.632e-05,0,-0.0022337,0.12
0.93266,2.0046e-22,1.4358e-08,0.034224,1,4.086e-05,0,-0.0022291,0.12
0.93266,1.8926e-22,1.5954e-08,0.038027,1,4.54e-05,0,-0.0022246,0.12
0.93266,1.7612e-22,1.7549e-08,0.04183,1,4.994e-05,0,-0.0022201,0.12
0.93266,1.6363e-22,1.9145e-08,0.045632,1,5.448e-05,0,-0.0022155,0.12
0.93266,1.5201e-22,2.074e-08,0.049435,1,5.902e-05,0,-0.002211,0.12
0.93266,1.4103e-22,2.2335e-08,0.053237,1,6.356e-05,0,-0.0022064,0.12
0.93266,1.3329e-22,2.3931e-08,0.05704,1,6.81e-05,0,-0.0022019,0.12
0.93266,1.2663e-22,2.5526e-08,0.060843,1,7.264e-05,0,-0.0021974,0.12
0.93266,1.2169e-22,2.7122e-08,0.064646,1,7.718e-05,0,-0.0021928,0.12
0.93266,1.1719e-22,2.8717e-08,0.068448,1,8.172e-05,0,-0.0021883,0.12
0.93266,1.1755e-22,3.0312e-08,0.072251,1,8.626e-05,0,-0.0021837,0.12
0.93266,1.1726e-22,3.1908e-08,0.076054,1,9.08e-05,0,-0.0021792,0.12
0.93266,1.2085e-22,3.3503e-08,0.079856,1,9.534e-05,0,-0.0021747,0.12
0.93266,1.2423e-22,3.5098e-08,0.083659,1,9.988e-05,0,-0.0021701,0.12
0.93266,1.2739e-22,3.6694e-08,0.087462,1,0.00010442,0,-0.0021656,0.12
0.93266,1.3293e-22,3.8289e-08,0.091264,1,0.00010896,0,-0.002161,0.12
0.93266,1.3847e-22,3.9885e-08,0.095067,1,0.0001135,0,-0.0021565,0.12
0.93266,4.6117e-17,4.148e-08,0.09887,1,0.00011804,0,-0.002152,0.12
0.93266,8.237e-18,4.3075e-08,0.10267,1,0.00012258,0,-0.0021474,0.12
0.93266,1.5509e-22,4.4671e-08,0.10647,1,0.00012712,0,-0.0021429,0.12
0.93266,1.6063e-22,4.6266e-08,0.11028,1,0.00013166,0,-0.0021383,0.12
0.93266,1.6617e-22,4.7862e-08,0.11408,1,0.0001362,0,-0.0021338,0.12
0.93266,1.7505e-22,4.9457e-08,0.11788,1,0.00014074,0,-0.0021293,0.12
0.93266,1.807e-22,5.1052e-08,0.12169,1,0.00014528,0,-0.0021247,0.12
0.93266,1.9347e-22,5.2648e-08,0.12549,1,0.00014982,0,-0.0021202,0.12
0.93266,2.0668e-22,5.4243e-08,0.12929,1,0.00015436,0,-0.0021156,0.12
0.93266,2.2787e-22,5.5838e-08,0.13309,1,0.0001589,0,-0.0021111,0.12
0.93266,2.5381e-22,5.7434e-08,0.1369,1,0.00016344,0,-0.0021066,0.12
0.93266,2.8883e-22,5.9029e-08,0.1407,1,0.00016798,0,-0.002102,0.12
0.93266,3.3766e-22,6.0625e-08,0.1445,1,0.00017252,0,-0.0020975,0.12
0.93266,3.9707e-22,6.222e-08,0.1483,1,0.00017706,0,-0.0020929,0.12
0.93266,4.8067e-22,6.3815e-08,0.15211,1,0.0001816,0,-0.0020884,0.12
0.93266,5.8121e-22,6.5411e-08,0.15591,1,0.00018614,0,-0.0020839,0.12
0.93266,7.1328e-22,6.7006e-08,0.15971,1,0.00019068,0,-0.0020793,0.12
0.93266,8.7418e-22,6.8602e-08,0.16352,1,0.00019522,0,-0.0020748,0.12
0.93266,1.075e-21,7.0197e-08,0.16732,1,0.00019976,0,-0.0020702,0.12
0.93266,1.3181e-21,7.1792e-08,0.17112,1,0.0002043,0,-0.0020657,0.12
0.93266,1.6156e-21,7.3388e-08,0.17492,1,0.00020884,0,-0.0020612,0.12
0.93266,1.9754e-21,7.4983e-08,0.17873,1,0.00021338,0,-0.0020566,0.12
