"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.46632,0,0,0,1,0,0,-0.00227,0.16
0.46632,-2.3366e-18,7.8251e-11,0.0038025,1,4.54e-06,0,-0.0022655,0.16
0.46632,-4.6732e-18,1.565e-10,0.0076051,1,9.0799e-06,0,-0.0022609,0.16
0.46632,-7.0098e-18,2.3475e-10,0.011408,1,1.362e-05,0,-0.0022564,0.16
0.46632,-9.3465e-18,3.1301e-10,0.01521,1,1.816e-05,0,-0.0022518,0.16
0.46632,-1.1683e-17,3.9126e-10,0.019013,1,2.27e-05,0,-0.0022473,0.16
0.46632,-1.402e-17,4.6951e-10,0.022815,1,2.724e-05,0,-0.0022428,0.16
0.46632,-1.6356e-17,5.4776e-10,0.026618,1,3.178e-05,0,-0.0022382,0.16
0.46632,-1.8693e-17,6.2601e-10,0.03042,1,3.632e-05,0,-0.0022337,0.16
0.46632,-2.103e-17,7.0427e-10,0.034223,1,4.086e-05,0,-0.0022291,0.16
0.46632,-2.3366e-17,7.8252e-10,0.038026,1,4.54e-05,0,-0.0022246,0.16
0.46632,-2.5703e-17,8.6077e-10,0.041828,1,4.994e-05,0,-0.0022201,0.16
0.46632,-2.8039e-17,9.3902e-10,0.045631,1,5.448e-05,0,-0.0022155,0.16
0.46632,-3.0376e-17,1.0173e-09,0.049433,1,5.902e-05,0,-0.002211,0.16
0.46632,-3.2713e-17,1.0955e-09,0.053236,1,6.356e-05,0,-0.0022064,0.16
0.46632,-3.5049e-17,1.1738e-09,0.057038,1,6.81e-05,0,-0.0022019,0.16
0.46632,-3.7386e-17,1.252e-09,0.060841,1,7.264e-05,0,-0.0021974,0.16
0.46632,-3.9723e-17,1.3303e-09,0.064644,1,7.718e-05,0,-0.0021928,0.16
0.46632,-4.2059e-17,1.4085e-09,0.068446,1,8.172e-05,0,-0.0021883,0.16
0.46632,-4.4396e-17,1.4868e-09,0.072249,1,8.626e-05,0,-0.0021837,0.16
0.46632,-4.6732e-17,1.565e-09,0.076051,1,9.08e-05,0,-0.0021792,0.16
0.46632,-4.9069e-17,1.6433e-09,0.079854,1,9.534e-05,0,-0.0021747,0.16
0.46632,-5.1406e-17,1.7215e-09,0.083656,1,9.988e-05,0,-0.0021701,0.16
0.46632,-5.3742e-17,1.7998e-09,0.087459,1,0.00010442,0,-0.0021656,0.16
0.46632,-5.6079e-17,1.878e-09,0.091262,1,0.00010896,0,-0.002161,0.16
0.46632,-5.8415e-17,1.9563e-09,0.095064,1,0.0001135,0,-0.0021565,0.16
0.46632,-5.849e-17,2.0345e-09,0.098867,1,0.00011804,0,-0.002152,0.16
0.46632,-6.2685e-17,2.1128e-09,0.10267,1,0.00012258,0,-0.0021474,0.16
0.46632,-6.5425e-17,2.1911e-09,0.10647,1,0.00012712,0,-0.0021429,0.16
0.46632,-6.7762e-17,2.2693e-09,0.11027,1,0.00013166,0,-0.0021383,0.16
0.46632,-7.0099e-17,2.3476e-09,0.11408,1,0.0001362,0,-0.0021338,0.16
0.46632,-7.2435e-17,2.4258e-09,0.11788,1,0.00014074,0,-0.0021293,0.16
0.46632,-7.4772e-17,2.5041e-09,0.12168,1,0.00014528,0,-0.0021247,0.16
0.46632,-7.7108e-17,2.5823e-09,0.12548,1,0.00014982,0,-0.0021202,0.16
0.46632,-7.9445e-17,2.6606e-09,0.12929,1,0.00015436,0,-0.0021156,0.16
0.46632,-8.1782e-17,2.7388e-09,0.13309,1,0.0001589,0,-0.0021111,0.16
0.46632,-8.4118e-17,2.8171e-09,0.13689,1,0.00016344,0,-0.0021066,0.16
0.46632,-8.6455e-17,2.8953e-09,0.1407,1,0.00016798,0,-0.002102,0.16
0.46632,-8.8791e-17,2.9736e-09,0.1445,1,0.00017252,0,-0.0020975,0.16
0.46632,-9.1128e-17,3.0518e-09,0.1483,1,0.00017706,0,-0.0020929,0.16
0.46632,-9.3465e-17,3.1301e-09,0.1521,1,0.0001816,0,-0.0020884,0.16
0.46632,-9.5801e-17,3.2083e-09,0.15591,1,0.00018614,0,-0.0020839,0.16
0.46632,-9.8138e-17,3.2866e-09,0.15971,1,0.00019068,0,-0.0020793,0.16
0.46632,-1.0047e-16,3.3648e-09,0.16351,1,0.00019522,0,-0.0020748,0.16
0.46632,-1.0281e-16,3.4431e-09,0.16731,1,0.00019976,0,-0.0020702,0.16
0.46632,-1.0515e-16,3.5213e-09,0.17112,1,0.0002043,0,-0.0020657,0.16
0.46632,-1.0748e-16,3.5996e-09,0.17492,1,0.00020884,0,-0.0020612,0.16
0.46632,-1.0982e-16,3.6778e-09,0.17872,1,0.00021338,0,-0.0020566,0.16
0.46632,-1.1216e-16,3.7561e-09,0.18252,1,0.00021792,0,-0.0020521,0.16
