"p","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.011658,-9.3937e-17,-7.1113e-10,1.0483,-1.8787e-16,-7.1113e-10,1.0483,3.9549e-13,2.4912e-12,-2.7795e-10,3.9549e-13,2.4912e-12,-2.7795e-10,1,0.002438,0,0.00016798,0.199
0.011658,-9.31e-17,-7.3035e-10,1.048,-1.862e-16,-7.3035e-10,1.048,3.9109e-13,2.5003e-12,-2.7786e-10,3.9109e-13,2.5003e-12,-2.7786e-10,1,0.0024425,0,0.00017252,0.199
0.011658,-9.2263e-17,-7.4957e-10,1.0477,-1.8453e-16,-7.4957e-10,1.0477,3.867e-13,2.5094e-12,-2.7777e-10,3.867e-13,2.5094e-12,-2.7777e-10,1,0.0024471,0,0.00017706,0.199
0.011658,-9.1427e-17,-7.6879e-10,1.0474,-1.8285e-16,-7.6879e-10,1.0474,3.823e-13,2.5185e-12,-2.7769e-10,3.823e-13,2.5185e-12,-2.7769e-10,1,0.0024516,0,0.0001816,0.199
0.011658,-9.059e-17,-7.8801e-10,1.0471,-1.8118e-16,-7.8801e-10,1.0471,3.779e-13,2.5277e-12,-2.776e-10,3.779e-13,2.5277e-12,-2.776e-10,1,0.0024561,0,0.00018614,0.199
0.011658,-8.9753e-17,-8.0723e-10,1.0468,-1.7951e-16,-8.0723e-10,1.0468,3.7351e-13,2.5368e-12,-2.7752e-10,3.7351e-13,2.5368e-12,-2.7752e-10,1,0.0024607,0,0.00019068,0.199
0.011658,-8.8916e-17,-8.2645e-10,1.0465,-1.7783e-16,-8.2645e-10,1.0465,3.6911e-13,2.5459e-12,-2.7743e-10,3.6911e-13,2.5459e-12,-2.7743e-10,1,0.0024652,0,0.00019522,0.199
0.011658,-8.8079e-17,-8.4566e-10,1.0462,-1.7616e-16,-8.4567e-10,1.0462,3.6472e-13,2.555e-12,-2.7734e-10,3.6472e-13,2.555e-12,-2.7734e-10,1,0.0024698,0,0.00019976,0.199
0.011658,-8.7242e-17,-8.6488e-10,1.0459,-1.7448e-16,-8.6489e-10,1.0459,3.6032e-13,2.5642e-12,-2.7726e-10,3.6032e-13,2.5642e-12,-2.7726e-10,1,0.0024743,0,0.0002043,0.199
0.011658,-8.6406e-17,-8.841e-10,1.0456,-1.7281e-16,-8.8411e-10,1.0456,3.5592e-13,2.5733e-12,-2.7717e-10,3.5592e-13,2.5733e-12,-2.7717e-10,1,0.0024788,0,0.00020884,0.199
0.011658,-8.5569e-17,-9.0332e-10,1.0453,-1.7114e-16,-9.0332e-10,1.0453,3.5153e-13,2.5824e-12,-2.7709e-10,3.5153e-13,2.5824e-12,-2.7709e-10,1,0.0024834,0,0.00021338,0.199
0.011658,-8.4732e-17,-9.2254e-10,1.045,-1.6946e-16,-9.2254e-10,1.045,3.4713e-13,2.5915e-12,-2.77e-10,3.4713e-13,2.5915e-12,-2.77e-10,1,0.0024879,0,0.00021792,0.199
0.011658,-8.3895e-17,-9.4176e-10,1.0447,-1.6779e-16,-9.4176e-10,1.0447,3.4274e-13,2.6007e-12,-2.7691e-10,3.4274e-13,2.6007e-12,-2.7691e-10,1,0.0024925,0,0.00022246,0.199
0.011658,-8.3058e-17,-9.6098e-10,1.0444,-1.6612e-16,-9.6098e-10,1.0444,3.3834e-13,2.6098e-12,-2.7683e-10,3.3834e-13,2.6098e-12,-2.7683e-10,1,0.002497,0,0.000227,0.199
0.011658,-8.2221e-17,-9.802e-10,1.0441,-1.6444e-16,-9.802e-10,1.0441,3.3394e-13,2.6189e-12,-2.7674e-10,3.3394e-13,2.6189e-12,-2.7674e-10,1,0.0025015,0,0.00023154,0.199
0.011658,-8.1385e-17,-9.9942e-10,1.0438,-1.6277e-16,-9.9942e-10,1.0438,3.2955e-13,2.628e-12,-2.7666e-10,3.2955e-13,2.628e-12,-2.7666e-10,1,0.0025061,0,0.00023608,0.199
0.011658,-8.0548e-17,-1.0186e-09,1.0435,-1.611e-16,-1.0186e-09,1.0435,3.2515e-13,2.6372e-12,-2.7657e-10,3.2515e-13,2.6372e-12,-2.7657e-10,1,0.0025106,0,0.00024062,0.199
0.011658,-7.9711e-17,-1.0379e-09,1.0432,-1.5942e-16,-1.0379e-09,1.0432,3.2076e-13,2.6463e-12,-2.7648e-10,3.2076e-13,2.6463e-12,-2.7648e-10,1,0.0025152,0,0.00024516,0.199
0.011658,-7.8874e-17,-1.0571e-09,1.0429,-1.5775e-16,-1.0571e-09,1.0429,3.1636e-13,2.6554e-12,-2.764e-10,3.1636e-13,2.6554e-12,-2.764e-10,1,0.0025197,0,0.0002497,0.199
0.011658,-7.8037e-17,-1.0763e-09,1.0426,-1.5607e-16,-1.0763e-09,1.0426,3.1196e-13,2.6645e-12,-2.7631e-10,3.1196e-13,2.6645e-12,-2.7631e-10,1,0.0025242,0,0.00025424,0.199
0.011658,-7.72e-17,-1.0955e-09,1.0423,-1.544e-16,-1.0955e-09,1.0423,3.0757e-13,2.6737e-12,-2.7623e-10,3.0757e-13,2.6737e-12,-2.7623e-10,1,0.0025288,0,0.00025878,0.199
0.011658,-7.6364e-17,-1.1147e-09,1.042,-1.5273e-16,-1.1147e-09,1.042,3.0317e-13,2.6828e-12,-2.7614e-10,3.0317e-13,2.6828e-12,-2.7614e-10,1,0.0025333,0,0.00026332,0.199
0.011658,-7.5527e-17,-1.134e-09,1.0417,-1.5105e-16,-1.134e-09,1.0417,2.9878e-13,2.6919e-12,-2.7606e-10,2.9878e-13,2.6919e-12,-2.7606e-10,1,0.0025379,0,0.00026786,0.199
0.011658,-7.469e-17,-1.1532e-09,1.0414,-1.4938e-16,-1.1532e-09,1.0414,2.9438e-13,2.701e-12,-2.7597e-10,2.9438e-13,2.701e-12,-2.7597e-10,1,0.0025424,0,0.0002724,0.199
0.011658,-7.3853e-17,-1.1724e-09,1.0411,-1.4771e-16,-1.1724e-09,1.0411,2.8998e-13,2.7102e-12,-2.7588e-10,2.8998e-13,2.7102e-12,-2.7588e-10,1,0.0025469,0,0.00027694,0.199
0.011658,-7.3016e-17,-1.1916e-09,1.0408,-1.4603e-16,-1.1916e-09,1.0408,2.8559e-13,2.7193e-12,-2.758e-10,2.8559e-13,2.7193e-12,-2.758e-10,1,0.0025515,0,0.00028148,0.199
0.011658,-7.2179e-17,-1.2108e-09,1.0405,-1.4436e-16,-1.2108e-09,1.0405,2.8119e-13,2.7284e-12,-2.7571e-10,2.8119e-13,2.7284e-12,-2.7571e-10,1,0.002556,0,0.00028602,0.199
0.011658,-7.1343e-17,-1.2301e-09,1.0402,-1.4269e-16,-1.2301e-09,1.0402,2.768e-13,2.7375e-12,-2.7563e-10,2.768e-13,2.7375e-12,-2.7563e-10,1,0.0025606,0,0.00029056,0.199
0.011658,-7.0506e-17,-1.2493e-09,1.0399,-1.4101e-16,-1.2493e-09,1.0399,2.724e-13,2.7467e-12,-2.7554e-10,2.724e-13,2.7467e-12,-2.7554e-10,1,0.0025651,0,0.0002951,0.199
0.011658,-6.9669e-17,-1.2685e-09,1.0396,-1.3934e-16,-1.2685e-09,1.0396,2.68e-13,2.7558e-12,-2.7545e-10,2.68e-13,2.7558e-12,-2.7545e-10,1,0.0025696,0,0.00029964,0.199
0.011658,-6.8832e-17,-1.2877e-09,1.0393,-1.3766e-16,-1.2877e-09,1.0393,2.6361e-13,2.7649e-12,-2.7537e-10,2.6361e-13,2.7649e-12,-2.7537e-10,1,0.0025742,0,0.00030418,0.199
0.011658,-6.7995e-17,-1.3069e-09,1.039,-1.3599e-16,-1.3069e-09,1.039,2.5921e-13,2.774e-12,-2.7528e-10,2.5921e-13,2.774e-12,-2.7528e-10,1,0.0025787,0,0.00030872,0.199
0.011658,-6.7158e-17,-1.3262e-09,1.0387,-1.3432e-16,-1.3262e-09,1.0387,2.5482e-13,2.7832e-12,-2.752e-10,2.5482e-13,2.7832e-12,-2.752e-10,1,0.0025833,0,0.00031326,0.199
0.011658,-6.6322e-17,-1.3454e-09,1.0385,-1.3264e-16,-1.3454e-09,1.0385,2.5042e-13,2.7923e-12,-2.7511e-10,2.5042e-13,2.7923e-12,-2.7511e-10,1,0.0025878,0,0.0003178,0.199
0.011658,-6.5485e-17,-1.3646e-09,1.0382,-1.3097e-16,-1.3646e-09,1.0382,2.4602e-13,2.8014e-12,-2.7502e-10,2.4602e-13,2.8014e-12,-2.7502e-10,1,0.0025923,0,0.00032234,0.199
0.011658,-6.4648e-17,-1.3838e-09,1.0379,-1.293e-16,-1.3838e-09,1.0379,2.4163e-13,2.8105e-12,-2.7494e-10,2.4163e-13,2.8105e-12,-2.7494e-10,1,0.0025969,0,0.00032688,0.199
0.011658,-6.3811e-17,-1.403e-09,1.0376,-1.2762e-16,-1.403e-09,1.0376,2.3723e-13,2.8197e-12,-2.7485e-10,2.3723e-13,2.8197e-12,-2.7485e-10,1,0.0026014,0,0.00033142,0.199
0.011658,-6.2974e-17,-1.4223e-09,1.0373,-1.2595e-16,-1.4223e-09,1.0373,2.3284e-13,2.8288e-12,-2.7477e-10,2.3284e-13,2.8288e-12,-2.7477e-10,1,0.002606,0,0.00033596,0.199
0.011658,-6.245e-17,-1.439e-09,1.0367,-1.2522e-16,-1.439e-09,1.0367,2.2955e-13,2.8358e-12,-2.7455e-10,2.2955e-13,2.8358e-12,-2.7455e-10,1,0.0026105,0,0.0003405,0.199
0.011658,-6.245e-17,-1.4514e-09,1.0358,-1.2607e-16,-1.4514e-09,1.0358,2.2812e-13,2.8392e-12,-2.741e-10,2.2812e-13,2.8392e-12,-2.741e-10,1,0.002615,0,0.00034504,0.199
0.011658,-6.245e-17,-1.4639e-09,1.0349,-1.2692e-16,-1.4639e-09,1.0349,2.2669e-13,2.8425e-12,-2.7365e-10,2.2669e-13,2.8425e-12,-2.7365e-10,1,0.0026196,0,0.00034958,0.199
0.011658,-6.245e-17,-1.4764e-09,1.034,-1.2777e-16,-1.4764e-09,1.034,2.2526e-13,2.8459e-12,-2.732e-10,2.2526e-13,2.8459e-12,-2.732e-10,1,0.0026241,0,0.00035412,0.199
0.011658,-6.245e-17,-1.4888e-09,1.0331,-1.2862e-16,-1.4888e-09,1.0331,2.2383e-13,2.8493e-12,-2.7275e-10,2.2383e-13,2.8493e-12,-2.7275e-10,1,0.0026287,0,0.00035866,0.199
0.011658,-6.245e-17,-1.5013e-09,1.0322,-1.2947e-16,-1.5013e-09,1.0322,2.2239e-13,2.8527e-12,-2.723e-10,2.2239e-13,2.8527e-12,-2.723e-10,1,0.0026332,0,0.0003632,0.199
0.011658,-6.245e-17,-1.5138e-09,1.0313,-1.3032e-16,-1.5138e-09,1.0313,2.2096e-13,2.8561e-12,-2.7185e-10,2.2096e-13,2.8561e-12,-2.7185e-10,1,0.0026377,0,0.00036774,0.199
0.011658,-6.245e-17,-1.5262e-09,1.0304,-1.3117e-16,-1.5262e-09,1.0304,2.1953e-13,2.8595e-12,-2.714e-10,2.1953e-13,2.8595e-12,-2.714e-10,1,0.0026423,0,0.00037228,0.199
0.011658,-6.245e-17,-1.5387e-09,1.0295,-1.3203e-16,-1.5387e-09,1.0295,2.181e-13,2.8629e-12,-2.7095e-10,2.181e-13,2.8629e-12,-2.7095e-10,1,0.0026468,0,0.00037682,0.199
0.011658,-6.245e-17,-1.5512e-09,1.0286,-1.3288e-16,-1.5512e-09,1.0286,2.1667e-13,2.8662e-12,-2.705e-10,2.1667e-13,2.8662e-12,-2.705e-10,1,0.0026514,0,0.00038136,0.199
0.011658,-6.245e-17,-1.5636e-09,1.0277,-1.3373e-16,-1.5636e-09,1.0277,2.1524e-13,2.8696e-12,-2.7006e-10,2.1524e-13,2.8696e-12,-2.7006e-10,1,0.0026559,0,0.0003859,0.199
0.011658,-6.245e-17,-1.5761e-09,1.0268,-1.3458e-16,-1.5761e-09,1.0268,2.1381e-13,2.873e-12,-2.6961e-10,2.1381e-13,2.873e-12,-2.6961e-10,1,0.0026604,0,0.00039044,0.199
0.011658,-6.245e-17,-1.5886e-09,1.0259,-1.3543e-16,-1.5886e-09,1.0259,2.1238e-13,2.8764e-12,-2.6916e-10,2.1238e-13,2.8764e-12,-2.6916e-10,1,0.002665,0,0.00039498,0.199
0.011658,-6.245e-17,-1.601e-09,1.025,-1.3628e-16,-1.601e-09,1.025,2.1095e-13,2.8798e-12,-2.6871e-10,2.1095e-13,2.8798e-12,-2.6871e-10,1,0.0026695,0,0.00039952,0.199
0.011658,-6.245e-17,-1.6135e-09,1.0241,-1.3713e-16,-1.6135e-09,1.0241,2.0952e-13,2.8832e-12,-2.6826e-10,2.0952e-13,2.8832e-12,-2.6826e-10,1,0.0026741,0,0.00040406,0.199
0.011658,-6.245e-17,-1.626e-09,1.0232,-1.3798e-16,-1.626e-09,1.0232,2.0809e-13,2.8865e-12,-2.6781e-10,2.0809e-13,2.8865e-12,-2.6781e-10,1,0.0026786,0,0.0004086,0.199
0.011658,-6.245e-17,-1.6384e-09,1.0223,-1.3883e-16,-1.6384e-09,1.0223,2.0666e-13,2.8899e-12,-2.6736e-10,2.0666e-13,2.8899e-12,-2.6736e-10,1,0.0026831,0,0.00041314,0.199
0.011658,-6.245e-17,-1.6509e-09,1.0214,-1.3968e-16,-1.6509e-09,1.0214,2.0523e-13,2.8933e-12,-2.6691e-10,2.0523e-13,2.8933e-12,-2.6691e-10,1,0.0026877,0,0.00041768,0.199
0.011658,-6.245e-17,-1.6634e-09,1.0205,-1.4053e-16,-1.6634e-09,1.0205,2.038e-13,2.8967e-12,-2.6646e-10,2.038e-13,2.8967e-12,-2.6646e-10,1,0.0026922,0,0.00042222,0.199
0.011658,-6.245e-17,-1.6758e-09,1.0196,-1.4138e-16,-1.6758e-09,1.0196,2.0237e-13,2.9001e-12,-2.6601e-10,2.0237e-13,2.9001e-12,-2.6601e-10,1,0.0026968,0,0.00042676,0.199
0.011658,-6.245e-17,-1.6883e-09,1.0187,-1.4224e-16,-1.6883e-09,1.0187,2.0093e-13,2.9035e-12,-2.6557e-10,2.0093e-13,2.9035e-12,-2.6557e-10,1,0.0027013,0,0.0004313,0.199
0.011658,-6.245e-17,-1.7008e-09,1.0178,-1.4309e-16,-1.7008e-09,1.0178,1.995e-13,2.9069e-12,-2.6512e-10,1.995e-13,2.9069e-12,-2.6512e-10,1,0.0027058,0,0.00043584,0.199
0.011658,-6.245e-17,-1.7132e-09,1.0169,-1.4394e-16,-1.7132e-09,1.0169,1.9807e-13,2.9102e-12,-2.6467e-10,1.9807e-13,2.9102e-12,-2.6467e-10,1,0.0027104,0,0.00044038,0.199
0.011658,-6.245e-17,-1.7257e-09,1.016,-1.4479e-16,-1.7257e-09,1.016,1.9664e-13,2.9136e-12,-2.6422e-10,1.9664e-13,2.9136e-12,-2.6422e-10,1,0.0027149,0,0.00044492,0.199
0.011658,-6.245e-17,-1.7382e-09,1.0151,-1.4564e-16,-1.7382e-09,1.0151,1.9521e-13,2.917e-12,-2.6377e-10,1.9521e-13,2.917e-12,-2.6377e-10,1,0.0027195,0,0.00044946,0.199
0.011658,-6.245e-17,-1.7506e-09,1.0141,-1.4649e-16,-1.7506e-09,1.0141,1.9378e-13,2.9204e-12,-2.6332e-10,1.9378e-13,2.9204e-12,-2.6332e-10,1,0.002724,0,0.000454,0.199
0.011658,-6.245e-17,-1.7631e-09,1.0132,-1.4734e-16,-1.7631e-09,1.0132,1.9235e-13,2.9238e-12,-2.6287e-10,1.9235e-13,2.9238e-12,-2.6287e-10,1,0.0027285,0,0.00045854,0.199
0.011658,-6.245e-17,-1.7756e-09,1.0123,-1.4819e-16,-1.7756e-09,1.0123,1.9092e-13,2.9272e-12,-2.6242e-10,1.9092e-13,2.9272e-12,-2.6242e-10,1,0.0027331,0,0.00046308,0.199
0.011658,-6.245e-17,-1.788e-09,1.0114,-1.4904e-16,-1.788e-09,1.0114,1.8949e-13,2.9306e-12,-2.6197e-10,1.8949e-13,2.9306e-12,-2.6197e-10,1,0.0027376,0,0.00046762,0.199
0.011658,-6.245e-17,-1.8005e-09,1.0105,-1.4989e-16,-1.8005e-09,1.0105,1.8806e-13,2.9339e-12,-2.6152e-10,1.8806e-13,2.9339e-12,-2.6152e-10,1,0.0027422,0,0.00047216,0.199
0.011658,-6.245e-17,-1.813e-09,1.0096,-1.5074e-16,-1.813e-09,1.0096,1.8663e-13,2.9373e-12,-2.6107e-10,1.8663e-13,2.9373e-12,-2.6107e-10,1,0.0027467,0,0.0004767,0.199
0.011658,-6.245e-17,-1.8254e-09,1.0087,-1.516e-16,-1.8254e-09,1.0087,1.852e-13,2.9407e-12,-2.6063e-10,1.852e-13,2.9407e-12,-2.6063e-10,1,0.0027512,0,0.00048124,0.199
0.011658,-6.245e-17,-1.8379e-09,1.0078,-1.5245e-16,-1.8379e-09,1.0078,1.8377e-13,2.9441e-12,-2.6018e-10,1.8377e-13,2.9441e-12,-2.6018e-10,1,0.0027558,0,0.00048578,0.199
0.011658,-6.245e-17,-1.8504e-09,1.0069,-1.533e-16,-1.8504e-09,1.0069,1.8234e-13,2.9475e-12,-2.5973e-10,1.8234e-13,2.9475e-12,-2.5973e-10,1,0.0027603,0,0.00049032,0.199
0.011658,-5.3243e-17,-1.8628e-09,1.006,-1.4494e-16,-1.8629e-09,1.006,1.809e-13,2.9509e-12,-2.5928e-10,1.809e-13,2.9509e-12,-2.5928e-10,1,0.0027649,0,0.00049486,0.199
0.011658,-5.9469e-17,-1.8753e-09,1.0051,-1.5202e-16,-1.8753e-09,1.0051,1.7947e-13,2.9542e-12,-2.5883e-10,1.7947e-13,2.9542e-12,-2.5883e-10,1,0.0027694,0,0.0004994,0.199
0.011658,-6.2272e-17,-1.8878e-09,1.0042,-1.5567e-16,-1.8878e-09,1.0042,1.7804e-13,2.9576e-12,-2.5838e-10,1.7804e-13,2.9576e-12,-2.5838e-10,1,0.0027739,0,0.00050394,0.199
0.011658,-6.1675e-17,-1.9003e-09,1.0033,-1.5593e-16,-1.9003e-09,1.0033,1.7661e-13,2.961e-12,-2.5793e-10,1.7661e-13,2.961e-12,-2.5793e-10,1,0.0027785,0,0.00050848,0.199
0.011658,-5.77e-17,-1.9127e-09,1.0024,-1.528e-16,-1.9127e-09,1.0024,1.7518e-13,2.9644e-12,-2.5748e-10,1.7518e-13,2.9644e-12,-2.5748e-10,1,0.002783,0,0.00051302,0.199
0.011658,-5.0369e-17,-1.9252e-09,1.0015,-1.4632e-16,-1.9252e-09,1.0015,1.7375e-13,2.9678e-12,-2.5703e-10,1.7375e-13,2.9678e-12,-2.5703e-10,1,0.0027876,0,0.00051756,0.199
0.011658,-6.245e-17,-1.9377e-09,1.0006,-1.5925e-16,-1.9377e-09,1.0006,1.7232e-13,2.9712e-12,-2.5658e-10,1.7232e-13,2.9712e-12,-2.5658e-10,1,0.0027921,0,0.0005221,0.199
0.011658,-6.245e-17,-1.9501e-09,0.99969,-1.601e-16,-1.9501e-09,0.99969,1.7089e-13,2.9746e-12,-2.5614e-10,1.7089e-13,2.9746e-12,-2.5614e-10,1,0.0027966,0,0.00052664,0.199
0.011658,-6.245e-17,-1.9626e-09,0.99879,-1.6095e-16,-1.9626e-09,0.99879,1.6946e-13,2.9779e-12,-2.5569e-10,1.6946e-13,2.9779e-12,-2.5569e-10,1,0.0028012,0,0.00053118,0.199
0.011658,-6.245e-17,-1.9751e-09,0.99788,-1.6181e-16,-1.9751e-09,0.99788,1.6803e-13,2.9813e-12,-2.5524e-10,1.6803e-13,2.9813e-12,-2.5524e-10,1,0.0028057,0,0.00053572,0.199
0.011658,-6.245e-17,-1.9875e-09,0.99698,-1.6266e-16,-1.9875e-09,0.99698,1.666e-13,2.9847e-12,-2.5479e-10,1.666e-13,2.9847e-12,-2.5479e-10,1,0.0028103,0,0.00054026,0.199
0.011658,-6.245e-17,-2e-09,0.99608,-1.6351e-16,-2e-09,0.99608,1.6517e-13,2.9881e-12,-2.5434e-10,1.6517e-13,2.9881e-12,-2.5434e-10,1,0.0028148,0,0.0005448,0.199
0.011658,-6.245e-17,-2.0125e-09,0.99517,-1.6436e-16,-2.0125e-09,0.99517,1.6374e-13,2.9915e-12,-2.5389e-10,1.6374e-13,2.9915e-12,-2.5389e-10,1,0.0028193,0,0.00054934,0.199
0.011658,-6.245e-17,-2.0249e-09,0.99427,-1.6521e-16,-2.0249e-09,0.99427,1.6231e-13,2.9949e-12,-2.5344e-10,1.6231e-13,2.9949e-12,-2.5344e-10,1,0.0028239,0,0.00055388,0.199
0.011658,-6.245e-17,-2.0374e-09,0.99337,-1.6606e-16,-2.0374e-09,0.99337,1.6087e-13,2.9983e-12,-2.5299e-10,1.6087e-13,2.9983e-12,-2.5299e-10,1,0.0028284,0,0.00055842,0.199
0.011658,-6.245e-17,-2.0499e-09,0.99246,-1.6691e-16,-2.0499e-09,0.99246,1.5944e-13,3.0016e-12,-2.5254e-10,1.5944e-13,3.0016e-12,-2.5254e-10,1,0.002833,0,0.00056296,0.199
0.011658,-6.245e-17,-2.0623e-09,0.99156,-1.6776e-16,-2.0623e-09,0.99156,1.5801e-13,3.005e-12,-2.5209e-10,1.5801e-13,3.005e-12,-2.5209e-10,1,0.0028375,0,0.0005675,0.199
0.011658,-6.245e-17,-2.0748e-09,0.99065,-1.6861e-16,-2.0748e-09,0.99065,1.5658e-13,3.0084e-12,-2.5165e-10,1.5658e-13,3.0084e-12,-2.5165e-10,1,0.002842,0,0.00057204,0.199
0.011658,-6.245e-17,-2.0873e-09,0.98975,-1.6946e-16,-2.0873e-09,0.98975,1.5515e-13,3.0118e-12,-2.512e-10,1.5515e-13,3.0118e-12,-2.512e-10,1,0.0028466,0,0.00057658,0.199
0.011658,-6.245e-17,-2.0997e-09,0.98885,-1.7031e-16,-2.0997e-09,0.98885,1.5372e-13,3.0152e-12,-2.5075e-10,1.5372e-13,3.0152e-12,-2.5075e-10,1,0.0028511,0,0.00058112,0.199
0.011658,-6.245e-17,-2.1122e-09,0.98794,-1.7117e-16,-2.1122e-09,0.98794,1.5229e-13,3.0186e-12,-2.503e-10,1.5229e-13,3.0186e-12,-2.503e-10,1,0.0028557,0,0.00058566,0.199
0.011658,-6.245e-17,-2.1247e-09,0.98704,-1.7202e-16,-2.1247e-09,0.98704,1.5086e-13,3.022e-12,-2.4985e-10,1.5086e-13,3.022e-12,-2.4985e-10,1,0.0028602,0,0.0005902,0.199
0.011658,-6.245e-17,-2.1371e-09,0.98614,-1.7287e-16,-2.1371e-09,0.98614,1.4943e-13,3.0253e-12,-2.494e-10,1.4943e-13,3.0253e-12,-2.494e-10,1,0.0028647,0,0.00059474,0.199
0.011658,-6.245e-17,-2.1496e-09,0.98523,-1.7372e-16,-2.1496e-09,0.98523,1.48e-13,3.0287e-12,-2.4895e-10,1.48e-13,3.0287e-12,-2.4895e-10,1,0.0028693,0,0.00059928,0.199
0.011658,-6.245e-17,-2.1621e-09,0.98433,-1.7457e-16,-2.1621e-09,0.98433,1.4657e-13,3.0321e-12,-2.485e-10,1.4657e-13,3.0321e-12,-2.485e-10,1,0.0028738,0,0.00060382,0.199
0.011658,-6.245e-17,-2.1745e-09,0.98343,-1.7542e-16,-2.1745e-09,0.98343,1.4514e-13,3.0355e-12,-2.4805e-10,1.4514e-13,3.0355e-12,-2.4805e-10,1,0.0028784,0,0.00060836,0.199
0.011658,-6.245e-17,-2.187e-09,0.98252,-1.7627e-16,-2.187e-09,0.98252,1.4371e-13,3.0389e-12,-2.476e-10,1.4371e-13,3.0389e-12,-2.476e-10,1,0.0028829,0,0.0006129,0.199
0.011658,-6.245e-17,-2.1995e-09,0.98162,-1.7712e-16,-2.1995e-09,0.98162,1.4228e-13,3.0423e-12,-2.4716e-10,1.4228e-13,3.0423e-12,-2.4716e-10,1,0.0028874,0,0.00061744,0.199
0.011658,-6.245e-17,-2.2119e-09,0.98071,-1.7797e-16,-2.2119e-09,0.98071,1.4084e-13,3.0456e-12,-2.4671e-10,1.4084e-13,3.0456e-12,-2.4671e-10,1,0.002892,0,0.00062198,0.199
0.011658,-6.245e-17,-2.2244e-09,0.97981,-1.7882e-16,-2.2244e-09,0.97981,1.3941e-13,3.049e-12,-2.4626e-10,1.3941e-13,3.049e-12,-2.4626e-10,1,0.0028965,0,0.00062652,0.199
0.011658,-6.245e-17,-2.2369e-09,0.97891,-1.7967e-16,-2.2369e-09,0.97891,1.3798e-13,3.0524e-12,-2.4581e-10,1.3798e-13,3.0524e-12,-2.4581e-10,1,0.0029011,0,0.00063106,0.199
0.011658,-6.245e-17,-2.2493e-09,0.978,-1.8053e-16,-2.2493e-09,0.978,1.3655e-13,3.0558e-12,-2.4536e-10,1.3655e-13,3.0558e-12,-2.4536e-10,1,0.0029056,0,0.0006356,0.199
0.011658,-6.245e-17,-2.2618e-09,0.9771,-1.8138e-16,-2.2618e-09,0.9771,1.3512e-13,3.0592e-12,-2.4491e-10,1.3512e-13,3.0592e-12,-2.4491e-10,1,0.0029101,0,0.00064014,0.199
0.011658,-6.245e-17,-2.2743e-09,0.9762,-1.8223e-16,-2.2743e-09,0.9762,1.3369e-13,3.0626e-12,-2.4446e-10,1.3369e-13,3.0626e-12,-2.4446e-10,1,0.0029147,0,0.00064468,0.199
0.011658,-6.245e-17,-2.2867e-09,0.97529,-1.8308e-16,-2.2867e-09,0.97529,1.3226e-13,3.066e-12,-2.4401e-10,1.3226e-13,3.066e-12,-2.4401e-10,1,0.0029192,0,0.00064922,0.199
0.011658,-6.245e-17,-2.2992e-09,0.97439,-1.8393e-16,-2.2992e-09,0.97439,1.3083e-13,3.0693e-12,-2.4356e-10,1.3083e-13,3.0693e-12,-2.4356e-10,1,0.0029238,0,0.00065376,0.199
0.011658,-6.245e-17,-2.3117e-09,0.97349,-1.8478e-16,-2.3117e-09,0.97349,1.294e-13,3.0727e-12,-2.4311e-10,1.294e-13,3.0727e-12,-2.4311e-10,1,0.0029283,0,0.0006583,0.199
0.011658,-6.245e-17,-2.3242e-09,0.97258,-1.8563e-16,-2.3242e-09,0.97258,1.2797e-13,3.0761e-12,-2.4267e-10,1.2797e-13,3.0761e-12,-2.4267e-10,1,0.0029328,0,0.00066284,0.199
0.011658,-6.245e-17,-2.3366e-09,0.97168,-1.8648e-16,-2.3366e-09,0.97168,1.2654e-13,3.0795e-12,-2.4222e-10,1.2654e-13,3.0795e-12,-2.4222e-10,1,0.0029374,0,0.00066738,0.199
0.011658,-6.245e-17,-2.3491e-09,0.97078,-1.8733e-16,-2.3491e-09,0.97078,1.2511e-13,3.0829e-12,-2.4177e-10,1.2511e-13,3.0829e-12,-2.4177e-10,1,0.0029419,0,0.00067192,0.199
0.011658,-6.5034e-17,-2.3516e-09,0.96924,-1.8993e-16,-2.3516e-09,0.96924,1.2723e-13,3.1041e-12,-2.4106e-10,1.2723e-13,3.1041e-12,-2.4106e-10,1,0.0029465,0,0.00067646,0.199
0.011658,-6.7675e-17,-2.3539e-09,0.96769,-1.9257e-16,-2.3539e-09,0.96769,1.2943e-13,3.1257e-12,-2.4036e-10,1.2943e-13,3.1257e-12,-2.4036e-10,1,0.002951,0,0.000681,0.199
0.011658,-7.0315e-17,-2.3561e-09,0.96614,-1.9522e-16,-2.3561e-09,0.96614,1.3163e-13,3.1474e-12,-2.3965e-10,1.3163e-13,3.1474e-12,-2.3965e-10,1,0.0029555,0,0.00068554,0.199
0.011658,-7.2955e-17,-2.3584e-09,0.96459,-1.9786e-16,-2.3584e-09,0.96459,1.3383e-13,3.169e-12,-2.3894e-10,1.3383e-13,3.169e-12,-2.3894e-10,1,0.0029601,0,0.00069008,0.199
