"p","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.011658,-5.8729e-17,1.4888e-09,1.0331,-1.7991e-16,1.4888e-09,1.0331,2.4674e-13,-4.494e-13,-2.6694e-10,2.4674e-13,-4.494e-13,-2.6694e-10,1,0.0019113,0,-0.00035866,0.199
0.011658,-5.9579e-17,1.4764e-09,1.034,-1.8161e-16,1.4764e-09,1.034,2.5222e-13,-4.1031e-13,-2.6727e-10,2.5222e-13,-4.1031e-13,-2.6727e-10,1,0.0019159,0,-0.00035412,0.199
0.011658,-6.043e-17,1.4639e-09,1.0349,-1.8331e-16,1.4639e-09,1.0349,2.5769e-13,-3.7121e-13,-2.676e-10,2.5769e-13,-3.7121e-13,-2.676e-10,1,0.0019204,0,-0.00034958,0.199
0.011658,-6.1281e-17,1.4514e-09,1.0358,-1.8501e-16,1.4514e-09,1.0358,2.6317e-13,-3.3212e-13,-2.6793e-10,2.6317e-13,-3.3212e-13,-2.6793e-10,1,0.001925,0,-0.00034504,0.199
0.011658,-6.2132e-17,1.439e-09,1.0367,-1.8671e-16,1.439e-09,1.0367,2.6864e-13,-2.9302e-13,-2.6826e-10,2.6864e-13,-2.9302e-13,-2.6826e-10,1,0.0019295,0,-0.0003405,0.199
0.011658,-6.2974e-17,1.4223e-09,1.0373,-1.8787e-16,1.4223e-09,1.0373,2.731e-13,-2.58e-13,-2.6849e-10,2.731e-13,-2.58e-13,-2.6849e-10,1,0.001934,0,-0.00033596,0.199
0.011658,-6.3811e-17,1.403e-09,1.0376,-1.8871e-16,1.403e-09,1.0376,2.7695e-13,-2.2541e-13,-2.6866e-10,2.7695e-13,-2.2541e-13,-2.6866e-10,1,0.0019386,0,-0.00033142,0.199
0.011658,-6.4648e-17,1.3838e-09,1.0379,-1.8955e-16,1.3838e-09,1.0379,2.8081e-13,-1.9282e-13,-2.6883e-10,2.8081e-13,-1.9282e-13,-2.6883e-10,1,0.0019431,0,-0.00032688,0.199
0.011658,-6.5485e-17,1.3646e-09,1.0382,-1.9038e-16,1.3646e-09,1.0382,2.8466e-13,-1.6024e-13,-2.69e-10,2.8466e-13,-1.6024e-13,-2.69e-10,1,0.0019477,0,-0.00032234,0.199
0.011658,-6.6322e-17,1.3454e-09,1.0385,-1.9122e-16,1.3454e-09,1.0385,2.8851e-13,-1.2765e-13,-2.6917e-10,2.8851e-13,-1.2765e-13,-2.6917e-10,1,0.0019522,0,-0.0003178,0.199
0.011658,-6.7158e-17,1.3262e-09,1.0387,-1.9206e-16,1.3262e-09,1.0387,2.9236e-13,-9.5059e-14,-2.6934e-10,2.9236e-13,-9.5059e-14,-2.6934e-10,1,0.0019567,0,-0.00031326,0.199
0.011658,-6.7995e-17,1.3069e-09,1.039,-1.929e-16,1.3069e-09,1.039,2.9621e-13,-6.2471e-14,-2.6951e-10,2.9621e-13,-6.2471e-14,-2.6951e-10,1,0.0019613,0,-0.00030872,0.199
0.011658,-6.8832e-17,1.2877e-09,1.0393,-1.9373e-16,1.2877e-09,1.0393,3.0006e-13,-2.9883e-14,-2.6968e-10,3.0006e-13,-2.9883e-14,-2.6968e-10,1,0.0019658,0,-0.00030418,0.199
0.011658,-6.9669e-17,1.2685e-09,1.0396,-1.9457e-16,1.2685e-09,1.0396,3.0392e-13,2.7054e-15,-2.6985e-10,3.0392e-13,2.7054e-15,-2.6985e-10,1,0.0019704,0,-0.00029964,0.199
0.011658,-7.0506e-17,1.2493e-09,1.0399,-1.9541e-16,1.2493e-09,1.0399,3.0777e-13,3.5294e-14,-2.7002e-10,3.0777e-13,3.5294e-14,-2.7002e-10,1,0.0019749,0,-0.0002951,0.199
0.011658,-7.1343e-17,1.2301e-09,1.0402,-1.9624e-16,1.2301e-09,1.0402,3.1162e-13,6.7882e-14,-2.7019e-10,3.1162e-13,6.7882e-14,-2.7019e-10,1,0.0019794,0,-0.00029056,0.199
0.011658,-7.2179e-17,1.2108e-09,1.0405,-1.9708e-16,1.2108e-09,1.0405,3.1547e-13,1.0047e-13,-2.7036e-10,3.1547e-13,1.0047e-13,-2.7036e-10,1,0.001984,0,-0.00028602,0.199
0.011658,-7.3016e-17,1.1916e-09,1.0408,-1.9792e-16,1.1916e-09,1.0408,3.1932e-13,1.3306e-13,-2.7054e-10,3.1932e-13,1.3306e-13,-2.7054e-10,1,0.0019885,0,-0.00028148,0.199
0.011658,-7.3853e-17,1.1724e-09,1.0411,-1.9875e-16,1.1724e-09,1.0411,3.2318e-13,1.6565e-13,-2.7071e-10,3.2318e-13,1.6565e-13,-2.7071e-10,1,0.0019931,0,-0.00027694,0.199
0.011658,-7.469e-17,1.1532e-09,1.0414,-1.9959e-16,1.1532e-09,1.0414,3.2703e-13,1.9823e-13,-2.7088e-10,3.2703e-13,1.9823e-13,-2.7088e-10,1,0.0019976,0,-0.0002724,0.199
0.011658,-7.5527e-17,1.134e-09,1.0417,-2.0043e-16,1.134e-09,1.0417,3.3088e-13,2.3082e-13,-2.7105e-10,3.3088e-13,2.3082e-13,-2.7105e-10,1,0.0020021,0,-0.00026786,0.199
0.011658,-7.6364e-17,1.1147e-09,1.042,-2.0126e-16,1.1147e-09,1.042,3.3473e-13,2.6341e-13,-2.7122e-10,3.3473e-13,2.6341e-13,-2.7122e-10,1,0.0020067,0,-0.00026332,0.199
0.011658,-7.72e-17,1.0955e-09,1.0423,-2.021e-16,1.0955e-09,1.0423,3.3858e-13,2.96e-13,-2.7139e-10,3.3858e-13,2.96e-13,-2.7139e-10,1,0.0020112,0,-0.00025878,0.199
0.011658,-7.8037e-17,1.0763e-09,1.0426,-2.0294e-16,1.0763e-09,1.0426,3.4243e-13,3.2859e-13,-2.7156e-10,3.4243e-13,3.2859e-13,-2.7156e-10,1,0.0020158,0,-0.00025424,0.199
0.011658,-7.8874e-17,1.0571e-09,1.0429,-2.0377e-16,1.0571e-09,1.0429,3.4629e-13,3.6118e-13,-2.7173e-10,3.4629e-13,3.6118e-13,-2.7173e-10,1,0.0020203,0,-0.0002497,0.199
0.011658,-7.9711e-17,1.0379e-09,1.0432,-2.0461e-16,1.0379e-09,1.0432,3.5014e-13,3.9376e-13,-2.719e-10,3.5014e-13,3.9376e-13,-2.719e-10,1,0.0020248,0,-0.00024516,0.199
0.011658,-8.0548e-17,1.0186e-09,1.0435,-2.0545e-16,1.0186e-09,1.0435,3.5399e-13,4.2635e-13,-2.7207e-10,3.5399e-13,4.2635e-13,-2.7207e-10,1,0.0020294,0,-0.00024062,0.199
0.011658,-8.1385e-17,9.9942e-10,1.0438,-2.0628e-16,9.9942e-10,1.0438,3.5784e-13,4.5894e-13,-2.7224e-10,3.5784e-13,4.5894e-13,-2.7224e-10,1,0.0020339,0,-0.00023608,0.199
0.011658,-8.2221e-17,9.802e-10,1.0441,-2.0712e-16,9.802e-10,1.0441,3.6169e-13,4.9153e-13,-2.7241e-10,3.6169e-13,4.9153e-13,-2.7241e-10,1,0.0020385,0,-0.00023154,0.199
0.011658,-8.3058e-17,9.6098e-10,1.0444,-2.0796e-16,9.6098e-10,1.0444,3.6555e-13,5.2412e-13,-2.7258e-10,3.6555e-13,5.2412e-13,-2.7258e-10,1,0.002043,0,-0.000227,0.199
0.011658,-8.3895e-17,9.4176e-10,1.0447,-2.088e-16,9.4176e-10,1.0447,3.694e-13,5.5671e-13,-2.7276e-10,3.694e-13,5.5671e-13,-2.7276e-10,1,0.0020475,0,-0.00022246,0.199
0.011658,-8.4732e-17,9.2254e-10,1.045,-2.0963e-16,9.2254e-10,1.045,3.7325e-13,5.8929e-13,-2.7293e-10,3.7325e-13,5.8929e-13,-2.7293e-10,1,0.0020521,0,-0.00021792,0.199
0.011658,-6.8337e-17,9.0332e-10,1.0453,-1.9324e-16,9.0332e-10,1.0453,3.771e-13,6.2188e-13,-2.731e-10,3.771e-13,6.2188e-13,-2.731e-10,1,0.0020566,0,-0.00021338,0.199
0.011658,-7.2537e-17,8.841e-10,1.0456,-1.9744e-16,8.841e-10,1.0456,3.8095e-13,6.5447e-13,-2.7327e-10,3.8095e-13,6.5447e-13,-2.7327e-10,1,0.0020612,0,-0.00020884,0.199
0.011658,-7.6375e-17,8.6488e-10,1.0459,-2.0128e-16,8.6488e-10,1.0459,3.8481e-13,6.8706e-13,-2.7344e-10,3.8481e-13,6.8706e-13,-2.7344e-10,1,0.0020657,0,-0.0002043,0.199
0.011658,-7.985e-17,8.4566e-10,1.0462,-2.0475e-16,8.4566e-10,1.0462,3.8866e-13,7.1965e-13,-2.7361e-10,3.8866e-13,7.1965e-13,-2.7361e-10,1,0.0020702,0,-0.00019976,0.199
0.011658,-8.2959e-17,8.2644e-10,1.0465,-2.0786e-16,8.2644e-10,1.0465,3.9251e-13,7.5224e-13,-2.7378e-10,3.9251e-13,7.5224e-13,-2.7378e-10,1,0.0020748,0,-0.00019522,0.199
0.011658,-8.5704e-17,8.0722e-10,1.0468,-2.106e-16,8.0722e-10,1.0468,3.9636e-13,7.8482e-13,-2.7395e-10,3.9636e-13,7.8482e-13,-2.7395e-10,1,0.0020793,0,-0.00019068,0.199
0.011658,-8.8082e-17,7.8801e-10,1.0471,-2.1298e-16,7.88e-10,1.0471,4.0021e-13,8.1741e-13,-2.7412e-10,4.0021e-13,8.1741e-13,-2.7412e-10,1,0.0020839,0,-0.00018614,0.199
0.011658,-9.0094e-17,7.6879e-10,1.0474,-2.1499e-16,7.6879e-10,1.0474,4.0406e-13,8.5e-13,-2.7429e-10,4.0406e-13,8.5e-13,-2.7429e-10,1,0.0020884,0,-0.0001816,0.199
0.011658,-9.1738e-17,7.4957e-10,1.0477,-2.1664e-16,7.4957e-10,1.0477,4.0792e-13,8.8259e-13,-2.7446e-10,4.0792e-13,8.8259e-13,-2.7446e-10,1,0.0020929,0,-0.00017706,0.199
0.011658,-9.3013e-17,7.3035e-10,1.048,-2.1791e-16,7.3035e-10,1.048,4.1177e-13,9.1518e-13,-2.7463e-10,4.1177e-13,9.1518e-13,-2.7463e-10,1,0.0020975,0,-0.00017252,0.199
0.011658,-9.3919e-17,7.1113e-10,1.0483,-2.1882e-16,7.1113e-10,1.0483,4.1562e-13,9.4776e-13,-2.7481e-10,4.1562e-13,9.4776e-13,-2.7481e-10,1,0.002102,0,-0.00016798,0.199
0.011658,-9.4455e-17,6.9191e-10,1.0486,-2.1935e-16,6.9191e-10,1.0486,4.1947e-13,9.8035e-13,-2.7498e-10,4.1947e-13,9.8035e-13,-2.7498e-10,1,0.0021066,0,-0.00016344,0.199
0.011658,-9.4619e-17,6.7269e-10,1.0489,-2.1952e-16,6.7269e-10,1.0489,4.2332e-13,1.0129e-12,-2.7515e-10,4.2332e-13,1.0129e-12,-2.7515e-10,1,0.0021111,0,-0.0001589,0.199
0.011658,-9.4412e-17,6.5347e-10,1.0492,-2.1931e-16,6.5347e-10,1.0492,4.2718e-13,1.0455e-12,-2.7532e-10,4.2718e-13,1.0455e-12,-2.7532e-10,1,0.0021156,0,-0.00015436,0.199
0.011658,-9.3832e-17,6.3425e-10,1.0495,-2.1873e-16,6.3425e-10,1.0495,4.3103e-13,1.0781e-12,-2.7549e-10,4.3103e-13,1.0781e-12,-2.7549e-10,1,0.0021202,0,-0.00014982,0.199
0.011658,-9.2879e-17,6.1503e-10,1.0498,-2.1778e-16,6.1503e-10,1.0498,4.3488e-13,1.1107e-12,-2.7566e-10,4.3488e-13,1.1107e-12,-2.7566e-10,1,0.0021247,0,-0.00014528,0.199
0.011658,-9.1551e-17,5.9581e-10,1.0501,-2.1645e-16,5.9581e-10,1.0501,4.3873e-13,1.1433e-12,-2.7583e-10,4.3873e-13,1.1433e-12,-2.7583e-10,1,0.0021293,0,-0.00014074,0.199
0.011658,-8.9849e-17,5.7659e-10,1.0504,-2.1475e-16,5.7659e-10,1.0504,4.4258e-13,1.1759e-12,-2.76e-10,4.4258e-13,1.1759e-12,-2.76e-10,1,0.0021338,0,-0.0001362,0.199
0.011658,-8.777e-17,5.5737e-10,1.0507,-2.1267e-16,5.5737e-10,1.0507,4.4643e-13,1.2085e-12,-2.7617e-10,4.4643e-13,1.2085e-12,-2.7617e-10,1,0.0021383,0,-0.00013166,0.199
0.011658,-8.5315e-17,5.3815e-10,1.0509,-2.1021e-16,5.3815e-10,1.0509,4.5029e-13,1.2411e-12,-2.7634e-10,4.5029e-13,1.2411e-12,-2.7634e-10,1,0.0021429,0,-0.00012712,0.199
0.011658,-8.2482e-17,5.1893e-10,1.0512,-2.0738e-16,5.1893e-10,1.0512,4.5414e-13,1.2736e-12,-2.7651e-10,4.5414e-13,1.2736e-12,-2.7651e-10,1,0.0021474,0,-0.00012258,0.199
0.011658,-1.0314e-16,4.9971e-10,1.0515,-2.2804e-16,4.9971e-10,1.0515,4.5799e-13,1.3062e-12,-2.7668e-10,4.5799e-13,1.3062e-12,-2.7668e-10,1,0.002152,0,-0.00011804,0.199
0.011658,-1.0398e-16,4.8049e-10,1.0518,-2.2888e-16,4.8049e-10,1.0518,4.6184e-13,1.3388e-12,-2.7685e-10,4.6184e-13,1.3388e-12,-2.7685e-10,1,0.0021565,0,-0.0001135,0.199
0.011658,-1.0482e-16,4.6127e-10,1.0521,-2.2972e-16,4.6127e-10,1.0521,4.6569e-13,1.3714e-12,-2.7703e-10,4.6569e-13,1.3714e-12,-2.7703e-10,1,0.002161,0,-0.00010896,0.199
0.011658,-1.0565e-16,4.4205e-10,1.0524,-2.3055e-16,4.4205e-10,1.0524,4.6955e-13,1.404e-12,-2.772e-10,4.6955e-13,1.404e-12,-2.772e-10,1,0.0021656,0,-0.00010442,0.199
0.011658,-1.0649e-16,4.2283e-10,1.0527,-2.3139e-16,4.2283e-10,1.0527,4.734e-13,1.4366e-12,-2.7737e-10,4.734e-13,1.4366e-12,-2.7737e-10,1,0.0021701,0,-9.988e-05,0.199
0.011658,-1.0733e-16,4.0361e-10,1.053,-2.3223e-16,4.0361e-10,1.053,4.7725e-13,1.4692e-12,-2.7754e-10,4.7725e-13,1.4692e-12,-2.7754e-10,1,0.0021747,0,-9.534e-05,0.199
0.011658,-1.0816e-16,3.8439e-10,1.0533,-2.3306e-16,3.8439e-10,1.0533,4.811e-13,1.5018e-12,-2.7771e-10,4.811e-13,1.5018e-12,-2.7771e-10,1,0.0021792,0,-9.08e-05,0.199
0.011658,-1.09e-16,3.6517e-10,1.0536,-2.339e-16,3.6517e-10,1.0536,4.8495e-13,1.5344e-12,-2.7788e-10,4.8495e-13,1.5344e-12,-2.7788e-10,1,0.0021837,0,-8.626e-05,0.199
0.011658,-1.0984e-16,3.4595e-10,1.0539,-2.3474e-16,3.4595e-10,1.0539,4.888e-13,1.5669e-12,-2.7805e-10,4.888e-13,1.5669e-12,-2.7805e-10,1,0.0021883,0,-8.172e-05,0.199
0.011658,-1.1067e-16,3.2673e-10,1.0542,-2.3557e-16,3.2673e-10,1.0542,4.9266e-13,1.5995e-12,-2.7822e-10,4.9266e-13,1.5995e-12,-2.7822e-10,1,0.0021928,0,-7.718e-05,0.199
0.011658,-1.1151e-16,3.0751e-10,1.0545,-2.3641e-16,3.0751e-10,1.0545,4.9651e-13,1.6321e-12,-2.7839e-10,4.9651e-13,1.6321e-12,-2.7839e-10,1,0.0021974,0,-7.264e-05,0.199
0.011658,-1.1235e-16,2.8829e-10,1.0548,-2.3725e-16,2.8829e-10,1.0548,5.0036e-13,1.6647e-12,-2.7856e-10,5.0036e-13,1.6647e-12,-2.7856e-10,1,0.0022019,0,-6.81e-05,0.199
0.011658,-1.1318e-16,2.6907e-10,1.0551,-2.3808e-16,2.6907e-10,1.0551,5.0421e-13,1.6973e-12,-2.7873e-10,5.0421e-13,1.6973e-12,-2.7873e-10,1,0.0022064,0,-6.356e-05,0.199
0.011658,-1.1402e-16,2.4985e-10,1.0554,-2.3892e-16,2.4985e-10,1.0554,5.0806e-13,1.7299e-12,-2.789e-10,5.0806e-13,1.7299e-12,-2.789e-10,1,0.002211,0,-5.902e-05,0.199
0.011658,-1.1486e-16,2.3064e-10,1.0557,-2.3976e-16,2.3063e-10,1.0557,5.1192e-13,1.7625e-12,-2.7907e-10,5.1192e-13,1.7625e-12,-2.7907e-10,1,0.0022155,0,-5.448e-05,0.199
0.011658,-1.1569e-16,2.1142e-10,1.056,-2.4059e-16,2.1142e-10,1.056,5.1577e-13,1.7951e-12,-2.7925e-10,5.1577e-13,1.7951e-12,-2.7925e-10,1,0.0022201,0,-4.994e-05,0.199
0.011658,-1.1653e-16,1.922e-10,1.0563,-2.4143e-16,1.922e-10,1.0563,5.1962e-13,1.8276e-12,-2.7942e-10,5.1962e-13,1.8276e-12,-2.7942e-10,1,0.0022246,0,-4.54e-05,0.199
0.011658,-1.1737e-16,1.7298e-10,1.0566,-2.4227e-16,1.7298e-10,1.0566,5.2347e-13,1.8602e-12,-2.7959e-10,5.2347e-13,1.8602e-12,-2.7959e-10,1,0.0022291,0,-4.086e-05,0.199
0.011658,-1.1821e-16,1.5376e-10,1.0569,-2.4311e-16,1.5376e-10,1.0569,5.2732e-13,1.8928e-12,-2.7976e-10,5.2732e-13,1.8928e-12,-2.7976e-10,1,0.0022337,0,-3.632e-05,0.199
0.011658,-1.1904e-16,1.3454e-10,1.0572,-2.4394e-16,1.3454e-10,1.0572,5.3118e-13,1.9254e-12,-2.7993e-10,5.3118e-13,1.9254e-12,-2.7993e-10,1,0.0022382,0,-3.178e-05,0.199
0.011658,-1.1988e-16,1.1532e-10,1.0575,-2.4478e-16,1.1532e-10,1.0575,5.3503e-13,1.958e-12,-2.801e-10,5.3503e-13,1.958e-12,-2.801e-10,1,0.0022428,0,-2.724e-05,0.199
0.011658,-1.2072e-16,9.6098e-11,1.0578,-2.4562e-16,9.6097e-11,1.0578,5.3888e-13,1.9906e-12,-2.8027e-10,5.3888e-13,1.9906e-12,-2.8027e-10,1,0.0022473,0,-2.27e-05,0.199
0.011658,-1.2155e-16,7.6878e-11,1.0581,-2.4645e-16,7.6878e-11,1.0581,5.4273e-13,2.0232e-12,-2.8044e-10,5.4273e-13,2.0232e-12,-2.8044e-10,1,0.0022518,0,-1.816e-05,0.199
0.011658,-1.2239e-16,5.7658e-11,1.0584,-2.4729e-16,5.7658e-11,1.0584,5.4658e-13,2.0558e-12,-2.8061e-10,5.4658e-13,2.0558e-12,-2.8061e-10,1,0.0022564,0,-1.362e-05,0.199
0.011658,-1.2323e-16,3.8439e-11,1.0587,-2.4813e-16,3.8438e-11,1.0587,5.5043e-13,2.0884e-12,-2.8078e-10,5.5043e-13,2.0884e-12,-2.8078e-10,1,0.0022609,0,-9.08e-06,0.199
0.011658,-1.2406e-16,1.9219e-11,1.059,-2.4896e-16,1.9219e-11,1.059,5.5429e-13,2.1209e-12,-2.8095e-10,5.5429e-13,2.1209e-12,-2.8095e-10,1,0.0022655,0,-4.54e-06,0.199
0.011658,-1.249e-16,-4.996e-16,1.0593,-2.498e-16,-8.743e-16,1.0593,5.5814e-13,2.1535e-12,-2.8112e-10,5.5814e-13,2.1535e-12,-2.8112e-10,1,0.00227,0,0,0.199
0.011658,1.0368e-12,-1.8183e-11,1.059,1.0367e-12,-1.8184e-11,1.059,5.5744e-13,2.1574e-12,-2.8103e-10,5.5744e-13,2.1574e-12,-2.8103e-10,1,0.0022745,0,4.54e-06,0.199
0.011658,2.0737e-12,-3.6366e-11,1.0587,2.0736e-12,-3.6366e-11,1.0587,5.5674e-13,2.1613e-12,-2.8094e-10,5.5674e-13,2.1613e-12,-2.8094e-10,1,0.0022791,0,9.08e-06,0.199
0.011658,3.1106e-12,-5.4549e-11,1.0584,3.1105e-12,-5.4549e-11,1.0584,5.5605e-13,2.1652e-12,-2.8085e-10,5.5605e-13,2.1652e-12,-2.8085e-10,1,0.0022836,0,1.362e-05,0.199
0.011658,4.1475e-12,-7.2731e-11,1.0581,4.1474e-12,-7.2732e-11,1.0581,5.5535e-13,2.1691e-12,-2.8076e-10,5.5535e-13,2.1691e-12,-2.8076e-10,1,0.0022882,0,1.816e-05,0.199
0.011658,5.1844e-12,-9.0914e-11,1.0578,5.1843e-12,-9.0915e-11,1.0578,5.5465e-13,2.1729e-12,-2.8067e-10,5.5465e-13,2.1729e-12,-2.8067e-10,1,0.0022927,0,2.27e-05,0.199
0.011658,6.2213e-12,-1.091e-10,1.0575,6.2212e-12,-1.091e-10,1.0575,5.5395e-13,2.1768e-12,-2.8058e-10,5.5395e-13,2.1768e-12,-2.8058e-10,1,0.0022972,0,2.724e-05,0.199
0.011658,7.2582e-12,-1.2728e-10,1.0572,7.2581e-12,-1.2728e-10,1.0572,5.5325e-13,2.1807e-12,-2.8049e-10,5.5325e-13,2.1807e-12,-2.8049e-10,1,0.0023018,0,3.178e-05,0.199
0.011658,8.2951e-12,-1.4546e-10,1.0569,8.295e-12,-1.4546e-10,1.0569,5.5256e-13,2.1846e-12,-2.804e-10,5.5256e-13,2.1846e-12,-2.804e-10,1,0.0023063,0,3.632e-05,0.199
0.011658,9.332e-12,-1.6365e-10,1.0566,9.3319e-12,-1.6365e-10,1.0566,5.5186e-13,2.1885e-12,-2.8031e-10,5.5186e-13,2.1885e-12,-2.8031e-10,1,0.0023109,0,4.086e-05,0.199
0.011658,1.0369e-11,-1.8183e-10,1.0563,1.0369e-11,-1.8183e-10,1.0563,5.5116e-13,2.1923e-12,-2.8022e-10,5.5116e-13,2.1923e-12,-2.8022e-10,1,0.0023154,0,4.54e-05,0.199
0.011658,1.1406e-11,-2.0001e-10,1.056,1.1406e-11,-2.0001e-10,1.056,5.5046e-13,2.1962e-12,-2.8013e-10,5.5046e-13,2.1962e-12,-2.8013e-10,1,0.0023199,0,4.994e-05,0.199
0.011658,1.2443e-11,-2.1819e-10,1.0557,1.2443e-11,-2.1819e-10,1.0557,5.4977e-13,2.2001e-12,-2.8004e-10,5.4977e-13,2.2001e-12,-2.8004e-10,1,0.0023245,0,5.448e-05,0.199
0.011658,1.348e-11,-2.3638e-10,1.0554,1.348e-11,-2.3638e-10,1.0554,5.4907e-13,2.204e-12,-2.7995e-10,5.4907e-13,2.204e-12,-2.7995e-10,1,0.002329,0,5.902e-05,0.199
0.011658,1.4517e-11,-2.5456e-10,1.0551,1.4516e-11,-2.5456e-10,1.0551,5.4837e-13,2.2079e-12,-2.7986e-10,5.4837e-13,2.2079e-12,-2.7986e-10,1,0.0023336,0,6.356e-05,0.199
0.011658,1.5553e-11,-2.7274e-10,1.0548,1.5553e-11,-2.7274e-10,1.0548,5.4767e-13,2.2118e-12,-2.7977e-10,5.4767e-13,2.2118e-12,-2.7977e-10,1,0.0023381,0,6.81e-05,0.199
0.011658,1.659e-11,-2.9092e-10,1.0545,1.659e-11,-2.9092e-10,1.0545,5.4698e-13,2.2156e-12,-2.7968e-10,5.4698e-13,2.2156e-12,-2.7968e-10,1,0.0023426,0,7.264e-05,0.199
0.011658,1.7627e-11,-3.0911e-10,1.0542,1.7627e-11,-3.0911e-10,1.0542,5.4628e-13,2.2195e-12,-2.7959e-10,5.4628e-13,2.2195e-12,-2.7959e-10,1,0.0023472,0,7.718e-05,0.199
0.011658,1.8664e-11,-3.2729e-10,1.0539,1.8664e-11,-3.2729e-10,1.0539,5.4558e-13,2.2234e-12,-2.795e-10,5.4558e-13,2.2234e-12,-2.795e-10,1,0.0023517,0,8.172e-05,0.199
0.011658,1.9701e-11,-3.4547e-10,1.0536,1.9701e-11,-3.4547e-10,1.0536,5.4488e-13,2.2273e-12,-2.7941e-10,5.4488e-13,2.2273e-12,-2.7941e-10,1,0.0023563,0,8.626e-05,0.199
0.011658,2.0738e-11,-3.6366e-10,1.0533,2.0738e-11,-3.6366e-10,1.0533,5.4419e-13,2.2312e-12,-2.7932e-10,5.4419e-13,2.2312e-12,-2.7932e-10,1,0.0023608,0,9.08e-05,0.199
0.011658,2.1775e-11,-3.8184e-10,1.053,2.1775e-11,-3.8184e-10,1.053,5.4349e-13,2.235e-12,-2.7923e-10,5.4349e-13,2.235e-12,-2.7923e-10,1,0.0023653,0,9.534e-05,0.199
0.011658,2.2812e-11,-4.0002e-10,1.0527,2.2812e-11,-4.0002e-10,1.0527,5.4279e-13,2.2389e-12,-2.7914e-10,5.4279e-13,2.2389e-12,-2.7914e-10,1,0.0023699,0,9.988e-05,0.199
0.011658,2.3849e-11,-4.182e-10,1.0524,2.3849e-11,-4.182e-10,1.0524,5.4209e-13,2.2428e-12,-2.7905e-10,5.4209e-13,2.2428e-12,-2.7905e-10,1,0.0023744,0,0.00010442,0.199
0.011658,2.4886e-11,-4.3639e-10,1.0521,2.4885e-11,-4.3639e-10,1.0521,5.414e-13,2.2467e-12,-2.7896e-10,5.414e-13,2.2467e-12,-2.7896e-10,1,0.002379,0,0.00010896,0.199
0.011658,-1.0398e-16,-4.8049e-10,1.0518,-2.0796e-16,-4.8049e-10,1.0518,4.4824e-13,2.3817e-12,-2.7898e-10,4.4824e-13,2.3817e-12,-2.7898e-10,1,0.0023835,0,0.0001135,0.199
0.011658,-1.0314e-16,-4.9971e-10,1.0515,-2.0628e-16,-4.9971e-10,1.0515,4.4384e-13,2.3908e-12,-2.7889e-10,4.4384e-13,2.3908e-12,-2.7889e-10,1,0.002388,0,0.00011804,0.199
0.011658,-1.0231e-16,-5.1893e-10,1.0512,-2.0461e-16,-5.1893e-10,1.0512,4.3945e-13,2.3999e-12,-2.788e-10,4.3945e-13,2.3999e-12,-2.788e-10,1,0.0023926,0,0.00012258,0.199
0.011658,-1.0147e-16,-5.3815e-10,1.0509,-2.0294e-16,-5.3815e-10,1.0509,4.3505e-13,2.409e-12,-2.7872e-10,4.3505e-13,2.409e-12,-2.7872e-10,1,0.0023971,0,0.00012712,0.199
0.011658,-1.0063e-16,-5.5737e-10,1.0507,-2.0126e-16,-5.5737e-10,1.0507,4.3065e-13,2.4182e-12,-2.7863e-10,4.3065e-13,2.4182e-12,-2.7863e-10,1,0.0024017,0,0.00013166,0.199
0.011658,-9.9795e-17,-5.7659e-10,1.0504,-1.9959e-16,-5.7659e-10,1.0504,4.2626e-13,2.4273e-12,-2.7855e-10,4.2626e-13,2.4273e-12,-2.7855e-10,1,0.0024062,0,0.0001362,0.199
0.011658,-9.8958e-17,-5.9581e-10,1.0501,-1.9792e-16,-5.9581e-10,1.0501,4.2186e-13,2.4364e-12,-2.7846e-10,4.2186e-13,2.4364e-12,-2.7846e-10,1,0.0024107,0,0.00014074,0.199
0.011658,-9.8121e-17,-6.1503e-10,1.0498,-1.9624e-16,-6.1503e-10,1.0498,4.1747e-13,2.4455e-12,-2.7837e-10,4.1747e-13,2.4455e-12,-2.7837e-10,1,0.0024153,0,0.00014528,0.199
0.011658,-9.7285e-17,-6.3425e-10,1.0495,-1.9457e-16,-6.3425e-10,1.0495,4.1307e-13,2.4547e-12,-2.7829e-10,4.1307e-13,2.4547e-12,-2.7829e-10,1,0.0024198,0,0.00014982,0.199
0.011658,-9.6448e-17,-6.5347e-10,1.0492,-1.929e-16,-6.5347e-10,1.0492,4.0868e-13,2.4638e-12,-2.782e-10,4.0868e-13,2.4638e-12,-2.782e-10,1,0.0024244,0,0.00015436,0.199
0.011658,-9.5611e-17,-6.7269e-10,1.0489,-1.9122e-16,-6.7269e-10,1.0489,4.0428e-13,2.4729e-12,-2.7812e-10,4.0428e-13,2.4729e-12,-2.7812e-10,1,0.0024289,0,0.0001589,0.199
0.011658,-9.4774e-17,-6.9191e-10,1.0486,-1.8955e-16,-6.9191e-10,1.0486,3.9988e-13,2.482e-12,-2.7803e-10,3.9988e-13,2.482e-12,-2.7803e-10,1,0.0024334,0,0.00016344,0.199
