y,U_0,U_1,U_2
-0.00214875,-4.934e-07,2.47312e-06,0.106636
-0.00190625,-2.1856e-06,1.36839e-05,0.300459
-0.00178397,-5.03483e-06,3.50021e-05,0.473078
-0.00166272,5.03483e-06,3.50021e-05,0.473078
-0.00142125,8.51197e-06,6.07519e-05,0.627904
-0.00114708,1.28241e-05,8.7876e-05,0.794653
-0.000833088,1.88168e-05,9.61825e-05,0.924918
-0.00050541,2.50663e-05,7.60551e-05,1.01168
-0.000169402,2.90957e-05,2.90957e-05,1.05513
1.97426e-05,2.90957e-05,-2.90957e-05,1.05513
0.000189145,-2.90957e-05,-2.90957e-05,1.05513
0.00050541,-2.50663e-05,-7.60551e-05,1.01168
0.000833088,-1.88168e-05,-9.61825e-05,0.924918
0.00114708,-1.28241e-05,-8.7876e-05,0.794653
0.00142125,-8.51197e-06,-6.07519e-05,0.627904
0.00166375,-5.03483e-06,-3.50021e-05,0.473078
0.00190625,-2.1856e-06,-1.36839e-05,0.300459
