y,U_0,U_1,U_2
-0.00214875,-2.28863e-08,1.1481e-07,0.106294
-0.00192984,-1.01257e-07,6.34743e-07,0.299685
-0.00180859,1.01257e-07,6.34743e-07,0.299685
-0.00166375,2.33151e-07,1.62273e-06,0.4722
-0.00142125,3.94096e-07,2.81545e-06,0.627324
-0.00114708,5.93733e-07,4.07104e-06,0.794958
-0.000833088,8.7134e-07,4.45504e-06,0.926563
-0.00050541,1.16102e-06,3.52296e-06,1.01473
-0.000169402,1.3479e-06,1.3479e-06,1.05909
0.000101601,1.3479e-06,-1.3479e-06,1.05909
0.000271003,-1.3479e-06,-1.3479e-06,1.05909
0.00050541,-1.16102e-06,-3.52296e-06,1.01473
0.000833088,-8.7134e-07,-4.45504e-06,0.926563
0.00114708,-5.93733e-07,-4.07104e-06,0.794958
0.00142125,-3.94096e-07,-2.81545e-06,0.627324
0.00166375,-2.33151e-07,-1.62273e-06,0.4722
0.00190625,-1.01257e-07,-6.34743e-07,0.299685
0.00214875,-2.28863e-08,-1.1481e-07,0.106294
