y,U_0,U_1,U_2
-0.00214875,-1.08773e-07,5.45565e-07,0.106356
-0.00190625,-4.81349e-07,3.01668e-06,0.299826
-0.00173514,-1.10843e-06,7.71297e-06,0.472361
-0.00161389,1.10843e-06,7.71297e-06,0.472361
-0.00142125,1.87364e-06,1.3383e-05,0.62743
-0.00114708,2.82279e-06,1.93528e-05,0.794902
-0.000833088,4.14253e-06,2.11792e-05,0.926262
-0.00050541,5.51957e-06,1.67481e-05,1.01417
-0.000188749,6.40784e-06,6.40784e-06,1.05837
-1.93471e-05,-6.40784e-06,6.40784e-06,1.05837
0.000169402,-6.40784e-06,-6.40784e-06,1.05837
0.00050541,-5.51957e-06,-1.67481e-05,1.01417
0.000833088,-4.14253e-06,-2.11792e-05,0.926262
0.00114708,-2.82279e-06,-1.93528e-05,0.794902
0.00142125,-1.87364e-06,-1.3383e-05,0.62743
0.00166375,-1.10843e-06,-7.71297e-06,0.472361
0.00190625,-4.81349e-07,-3.01668e-06,0.299826
0.00214875,-1.08773e-07,-5.45565e-07,0.106356
