y,U_0,U_1,U_2
-0.00214875,-2.48563e-10,1.24701e-09,0.106277
-0.00190625,-1.09967e-09,6.89394e-09,0.299648
-0.00177266,-2.53203e-09,1.76239e-08,0.472158
-0.00165141,2.53203e-09,1.76239e-08,0.472158
-0.00142125,4.27985e-09,3.0577e-08,0.627296
-0.00114708,6.44787e-09,4.42124e-08,0.794972
-0.000833088,9.4627e-09,4.83821e-08,0.926642
-0.00050541,1.26088e-08,3.82595e-08,1.01487
-0.000169402,1.46383e-08,1.46384e-08,1.05928
2.22244e-05,1.46383e-08,-1.46384e-08,1.05928
0.000191626,-1.46383e-08,-1.46384e-08,1.05928
0.00050541,-1.26087e-08,-3.82595e-08,1.01487
0.000833088,-9.4627e-09,-4.83821e-08,0.926642
0.00114708,-6.44787e-09,-4.42124e-08,0.794972
0.00142125,-4.27985e-09,-3.0577e-08,0.627296
0.00166375,-2.53203e-09,-1.76239e-08,0.472158
0.00190625,-1.09967e-09,-6.89394e-09,0.299648
