y,U_0,U_1,U_2
-0.00214875,-2.1586e-06,1.08234e-05,0.107835
-0.00192267,-9.62035e-06,6.00457e-05,0.303171
-0.00180142,9.62035e-06,6.00457e-05,0.303171
-0.00166375,2.22125e-05,0.000153863,0.476158
-0.00142125,3.75816e-05,0.000267337,0.629937
-0.00114708,5.66061e-05,0.000386985,0.79358
-0.000833088,8.29311e-05,0.000423496,0.919134
-0.00050541,0.000110264,0.000334481,1.001
-0.000169402,0.000127817,0.000127817,1.04126
4.81621e-05,0.000127817,-0.000127817,1.04126
0.000217564,-0.000127817,-0.000127817,1.04126
0.00050541,-0.000110264,-0.000334481,1.001
0.000833088,-8.29311e-05,-0.000423496,0.919134
0.00114708,-5.66061e-05,-0.000386985,0.79358
0.00142125,-3.75816e-05,-0.000267337,0.629937
0.00166375,-2.22125e-05,-0.000153863,0.476158
0.00190625,-9.62035e-06,-6.00457e-05,0.303171
