y,U_0,U_1,U_2
-0.00214875,-1.17342e-05,5.8986e-05,0.114188
-0.00190625,-5.41909e-05,0.000331814,0.317614
-0.00169193,-0.000126337,0.000856589,0.492547
-0.00157068,0.000126337,0.000856589,0.492547
-0.00142125,0.000213405,0.00148955,0.640582
-0.00114708,0.000317431,0.00214429,0.787306
-0.000833088,0.000452612,0.00230571,0.887751
-0.00050541,0.00058462,0.00177452,0.944462
-0.000224588,0.000665313,0.000665313,0.968906
-5.51864e-05,-0.000665312,0.000665313,0.968906
0.000169402,-0.000665313,-0.000665313,0.968906
0.00050541,-0.000584619,-0.00177452,0.944462
0.000833088,-0.000452612,-0.00230571,0.887751
0.00114708,-0.000317431,-0.00214429,0.787306
0.00142125,-0.000213406,-0.00148955,0.640582
0.00166375,-0.000126337,-0.000856589,0.492547
0.00190625,-5.41909e-05,-0.000331814,0.317614
