y,U_0,U_1,U_2
-0.00214875,-1.36814e-11,6.38742e-11,0.106277
-0.00190855,-6.09927e-11,3.71502e-10,0.299647
-0.0017873,6.09916e-11,3.71501e-10,0.299647
-0.00166375,1.41508e-10,9.74576e-10,0.472158
-0.00142125,2.39884e-10,1.7062e-09,0.627296
-0.00114708,3.61957e-10,2.4716e-09,0.794972
-0.000833088,5.29003e-10,2.70058e-09,0.926643
-0.00050541,7.0312e-10,2.13273e-09,1.01487
-0.000169402,8.15487e-10,8.15492e-10,1.05928
2.06094e-05,8.15487e-10,-8.15484e-10,1.05928
0.000190011,-8.1549e-10,-8.15484e-10,1.05928
0.00050541,-7.03123e-10,-2.13273e-09,1.01487
0.000833088,-5.29006e-10,-2.70058e-09,0.926643
0.00114708,-3.61959e-10,-2.4716e-09,0.794972
0.00142125,-2.39887e-10,-1.7062e-09,0.627296
0.00166375,-1.4151e-10,-9.74576e-10,0.472158
0.00190625,-6.09926e-11,-3.71501e-10,0.299647
0.00214875,-1.36812e-11,-6.38741e-11,0.106277
