y,U_0,U_1,U_2
-0.00219773,3.48117e-12,3.61574e-07,0.0624943
-0.0020594,6.10589e-12,2.10308e-06,0.179844
-0.00192108,3.39234e-12,5.69153e-06,0.289838
-0.00178276,-4.27269e-12,1.06686e-05,0.392912
-0.00164444,-1.35617e-11,1.65555e-05,0.489661
-0.00150611,-1.82892e-11,2.29174e-05,0.580942
-0.00136779,-1.16584e-11,2.92673e-05,0.668106
-0.00121833,1.14458e-11,3.55669e-05,0.759917
-0.00105508,4.30388e-11,3.99616e-05,0.843035
-0.000886904,7.34309e-11,4.14314e-05,0.913036
-0.000714574,9.13451e-11,3.94432e-05,0.970215
-0.000538891,9.38496e-11,3.37987e-05,1.01469
-0.000360675,8.36498e-11,2.47636e-05,1.04649
-0.000180763,7.28083e-11,1.31009e-05,1.0656
0,6.86175e-11,-1.37069e-11,1.07197
0.000180763,7.31989e-11,-1.31009e-05,1.0656
0.000360675,8.33947e-11,-2.47636e-05,1.04649
0.000538891,9.17782e-11,-3.37988e-05,1.01469
0.000714574,8.97741e-11,-3.94433e-05,0.970215
0.000886904,7.04912e-11,-4.14314e-05,0.913036
0.00105508,4.07022e-11,-3.99616e-05,0.843035
0.00121833,1.12791e-11,-3.55669e-05,0.759917
0.00136779,-7.7498e-12,-2.92673e-05,0.668106
0.00150611,-1.053e-11,-2.29174e-05,0.580942
0.00164444,-5.48928e-12,-1.65555e-05,0.489661
0.00178276,1.63022e-12,-1.06686e-05,0.392912
0.00192108,6.57428e-12,-5.69153e-06,0.289838
0.0020594,7.67535e-12,-2.10308e-06,0.179844
0.00219773,4.69894e-12,-3.61572e-07,0.0624943
