"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.34925,0,0,0,1,0,0,-0.0022669,0.07
0.34925,2.1907e-12,1.6561e-06,0.13977,1,0.00016192,0,-0.002105,0.07
0.34925,-5.1806e-13,5.2927e-06,0.27018,1,0.00032384,0,-0.001943,0.07
0.34925,-8.8169e-12,1.0853e-05,0.39128,1,0.00048576,0,-0.0017811,0.07
0.34925,-1.7726e-11,1.7643e-05,0.50397,1,0.00064768,0,-0.0016192,0.07
0.34925,-1.945e-11,2.4973e-05,0.60962,1,0.0008096,0,-0.0014573,0.07
0.34925,-5.8074e-12,3.2299e-05,0.71369,1,0.00097152,0,-0.0012954,0.07
0.34925,2.2039e-11,3.7588e-05,0.80165,1,0.0011334,0,-0.0011334,0.07
0.34925,5.3518e-11,4.0372e-05,0.87596,1,0.0012954,0,-0.00097152,0.07
0.34925,7.6197e-11,4.0095e-05,0.93609,1,0.0014573,0,-0.0008096,0.07
0.34925,7.8714e-11,3.6718e-05,0.98376,1,0.0016192,0,-0.00064768,0.07
0.34925,8.1263e-11,3.0451e-05,1.02,1,0.0017811,0,-0.00048576,0.07
0.34925,8.2657e-11,2.1761e-05,1.0455,1,0.001943,0,-0.00032384,0.07
0.34925,7.3097e-11,1.1333e-05,1.0606,1,0.002105,0,-0.00016192,0.07
0.34925,6.662e-11,-1.6144e-11,1.0656,1,0.0022669,0,0,0.07
0.34925,7.3097e-11,-1.1333e-05,1.0606,1,0.0024288,0,0.00016192,0.07
0.34925,8.2523e-11,-2.1761e-05,1.0455,1,0.0025907,0,0.00032384,0.07
0.34925,8.0581e-11,-3.0451e-05,1.02,1,0.0027527,0,0.00048576,0.07
0.34925,7.6885e-11,-3.6718e-05,0.98376,1,0.0029146,0,0.00064768,0.07
0.34925,7.2527e-11,-4.0095e-05,0.93609,1,0.0030765,0,0.0008096,0.07
0.34925,4.92e-11,-4.0372e-05,0.87596,1,0.0032384,0,0.00097152,0.07
0.34925,2.1256e-11,-3.7588e-05,0.80165,1,0.0034003,0,0.0011334,0.07
0.34925,-1.8117e-12,-3.2299e-05,0.71369,1,0.0035623,0,0.0012954,0.07
0.34925,-1.2549e-11,-2.4973e-05,0.60962,1,0.0037242,0,0.0014573,0.07
0.34925,-9.5145e-12,-1.7643e-05,0.50397,1,0.0038861,0,0.0016192,0.07
0.34925,-2.4142e-12,-1.0853e-05,0.39128,1,0.004048,0,0.0017811,0.07
0.34925,2.5255e-12,-5.2927e-06,0.27018,1,0.0042099,0,0.001943,0.07
0.34925,3.2827e-12,-1.6561e-06,0.13977,1,0.0043719,0,0.002105,0.07
0.34925,0,0,0,1,0.0045338,0,0.0022669,0.07
