y,U_0,U_1,U_2
-0.00219773,-1.04133e-12,8.56179e-08,0.0624141
-0.0020594,-3.15051e-12,1.24222e-06,0.17964
-0.00192108,-5.06394e-12,4.19623e-06,0.28955
-0.00178276,-6.58313e-12,7.99647e-06,0.39258
-0.00164444,-7.58218e-12,1.15614e-05,0.489333
-0.00150611,-7.98863e-12,1.44685e-05,0.580672
-0.00136779,-7.80886e-12,1.67822e-05,0.667952
-0.00121833,-7.09024e-12,1.82821e-05,0.759958
-0.00105508,-6.43588e-12,1.83073e-05,0.843337
-0.000886904,-5.75074e-12,1.72094e-05,0.91364
-0.000714574,-5.10876e-12,1.51289e-05,0.971135
-0.000538891,-4.5404e-12,1.2179e-05,1.01592
-0.000360675,-4.20821e-12,8.53059e-06,1.04797
-0.000180763,-4.02045e-12,4.39219e-06,1.06723
-1.35525e-20,-4.06447e-12,-1.58218e-11,1.07367
0.000180763,-4.36103e-12,-4.39221e-06,1.06723
0.000360675,-4.90247e-12,-8.5306e-06,1.04797
0.000538891,-5.60337e-12,-1.2179e-05,1.01592
0.000714574,-6.35962e-12,-1.51289e-05,0.971135
0.000886904,-7.13829e-12,-1.72094e-05,0.91364
0.00105508,-8.07053e-12,-1.83073e-05,0.843337
0.00121833,-8.92889e-12,-1.82821e-05,0.759958
0.00136779,-9.61974e-12,-1.67822e-05,0.667952
0.00150611,-9.55644e-12,-1.44685e-05,0.580672
0.00164444,-8.87686e-12,-1.15614e-05,0.489333
0.00178276,-7.59439e-12,-7.99647e-06,0.39258
0.00192108,-5.75644e-12,-4.19623e-06,0.28955
0.0020594,-3.50491e-12,-1.24222e-06,0.17964
0.00219773,-1.08453e-12,-8.56179e-08,0.0624141
