y,U_0,U_1,U_2
-0.00219773,8.49205e-13,1.03509e-07,0.0624285
-0.0020594,7.94716e-13,6.07833e-07,0.179674
-0.00192108,3.57725e-14,1.65228e-06,0.289596
-0.00178276,-7.98057e-13,3.10368e-06,0.392632
-0.00164444,-1.18914e-12,4.82206e-06,0.489382
-0.00150611,-5.64715e-13,6.68035e-06,0.58071
-0.00136779,1.68392e-12,8.53636e-06,0.667969
-0.00121833,6.13812e-12,1.03787e-05,0.759936
-0.00105508,1.02732e-11,1.16648e-05,0.843263
-0.000886904,1.46642e-11,1.20965e-05,0.913504
-0.000714574,1.83193e-11,1.15179e-05,0.970934
-0.000538891,2.0725e-11,9.87077e-06,1.01565
-0.000360675,2.0607e-11,7.23268e-06,1.04765
-0.000180763,2.00423e-11,3.82654e-06,1.06688
0,1.97853e-11,-1.96383e-11,1.07331
0.000180763,2.00069e-11,-3.82658e-06,1.06688
0.000360675,2.05534e-11,-7.23272e-06,1.04765
0.000538891,2.07852e-11,-9.87084e-06,1.01565
0.000714574,1.82949e-11,-1.15179e-05,0.970934
0.000886904,1.46922e-11,-1.20965e-05,0.913504
0.00105508,9.22945e-12,-1.16648e-05,0.843263
0.00121833,3.86986e-12,-1.03787e-05,0.759936
0.00136779,-8.23162e-13,-8.53637e-06,0.667969
0.00150611,-2.25067e-12,-6.68036e-06,0.58071
0.00164444,-2.39386e-12,-4.82207e-06,0.489382
0.00178276,-1.66721e-12,-3.10368e-06,0.392632
0.00192108,-4.54618e-13,-1.65228e-06,0.289596
0.0020594,8.18179e-13,-6.07832e-07,0.179674
0.00219773,1.31044e-12,-1.03508e-07,0.0624285
