"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.58465,0,0,0,1,0,0,-0.0022614,0.05
0.58466,-2.6636e-13,2.2744e-05,0.23585,1,0.00028267,0,-0.0019787,0.05
0.58466,-4.5475e-13,6.8342e-05,0.44407,1,0.00056534,0,-0.001696,0.05
0.58466,-6.8869e-13,0.00012838,0.63023,1,0.00084801,0,-0.0014134,0.05
0.58466,-3.5221e-13,0.00017625,0.78813,1,0.0011307,0,-0.0011307,0.05
0.58466,0,0.00018845,0.90515,1,0.0014134,0,-0.00084801,0.05
0.58466,0,0.00015788,0.98402,1,0.001696,0,-0.00056534,0.05
0.58466,0,8.9878e-05,1.0296,1,0.0019787,0,-0.00028267,0.05
0.58466,0,0,1.0445,1,0.0022614,0,0,0.05
0.58466,0,-8.9878e-05,1.0296,1,0.002544,0,0.00028267,0.05
0.58466,0,-0.00015788,0.98402,1,0.0028267,0,0.00056534,0.05
0.58466,0,-0.00018845,0.90515,1,0.0031094,0,0.00084801,0.05
0.58466,3.5221e-13,-0.00017625,0.78813,1,0.003392,0,0.0011307,0.05
0.58466,4.6789e-13,-0.00012838,0.63023,1,0.0036747,0,0.0014134,0.05
0.58466,0,-6.8342e-05,0.44407,1,0.0039574,0,0.001696,0.05
0.58466,0,-2.2744e-05,0.23585,1,0.0042401,0,0.0019787,0.05
0.58465,0,0,0,1,0.0045227,0,0.0022614,0.05
