"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.34986,0,0,0,1,0,0,-0.0022614,0.07
0.34986,-9.3978e-12,4.9701e-06,0.23481,1,0.00028267,0,-0.0019787,0.07
0.34986,2.4301e-11,1.4921e-05,0.4427,1,0.00056534,0,-0.001696,0.07
0.34986,1.0443e-10,2.801e-05,0.62945,1,0.00084801,0,-0.0014134,0.07
0.34986,1.6076e-10,3.8438e-05,0.78883,1,0.0011307,0,-0.0011307,0.07
0.34986,1.3627e-10,4.1091e-05,0.9078,1,0.0014134,0,-0.00084801,0.07
0.34986,3.4189e-11,3.4427e-05,0.9886,1,0.001696,0,-0.00056534,0.07
0.34986,-6.812e-11,1.96e-05,1.0356,1,0.0019787,0,-0.00028267,0.07
0.34986,-9.6861e-11,2.2737e-12,1.051,1,0.0022614,0,0,0.07
0.34986,-6.1877e-11,-1.96e-05,1.0356,1,0.002544,0,0.00028267,0.07
0.34986,-3.6072e-12,-3.4427e-05,0.9886,1,0.0028267,0,0.00056534,0.07
0.34986,5.1555e-11,-4.1091e-05,0.9078,1,0.0031094,0,0.00084801,0.07
0.34986,6.7696e-11,-3.8438e-05,0.78883,1,0.003392,0,0.0011307,0.07
0.34986,4.0082e-11,-2.801e-05,0.62945,1,0.0036747,0,0.0014134,0.07
0.34986,5.0926e-12,-1.4921e-05,0.4427,1,0.0039574,0,0.001696,0.07
0.34986,-6.9152e-12,-4.97e-06,0.23481,1,0.0042401,0,0.0019787,0.07
0.34986,0,0,0,1,0.0045227,0,0.0022614,0.07
