"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,5.0369e-12,1.4602e-07,0.10626,1,0,0,-0.0022614,0.1
0,6.3391e-12,5.5842e-07,0.23489,1,0.00028267,0,-0.0019787,0.1
0,-2.0537e-11,1.58e-06,0.44297,1,0.00056534,0,-0.001696,0.1
0,-8.6941e-11,2.8904e-06,0.62843,1,0.00084801,0,-0.0014134,0.1
0,-1.1692e-10,3.9405e-06,0.7865,1,0.0011307,0,-0.0011307,0.1
0,-5.3726e-11,4.2245e-06,0.90672,1,0.0014134,0,-0.00084801,0.1
0,4.9916e-11,3.5502e-06,0.989,1,0.001696,0,-0.00056534,0.1
0,1.2175e-10,2.0246e-06,1.0368,1,0.0019787,0,-0.00028267,0.1
0,1.4413e-10,3.9392e-11,1.0526,1,0.0022614,0,0,0.1
0,1.2165e-10,-2.0245e-06,1.0368,1,0.002544,0,0.00028267,0.1
0,5.0792e-11,-3.5502e-06,0.989,1,0.0028267,0,0.00056534,0.1
0,-5.1424e-11,-4.2245e-06,0.90672,1,0.0031094,0,0.00084801,0.1
0,-1.15e-10,-3.9406e-06,0.7865,1,0.003392,0,0.0011307,0.1
0,-8.6268e-11,-2.8904e-06,0.62843,1,0.0036747,0,0.0014134,0.1
0,-2.0898e-11,-1.58e-06,0.44297,1,0.0039574,0,0.001696,0.1
0,5.7168e-12,-5.5842e-07,0.23489,1,0.0042401,0,0.0019787,0.1
0,4.6994e-12,-1.4602e-07,0.10626,1,0.0045227,0,0.0022614,0.1
