y,U_0,U_1,U_2
-0.00214072,3.52706e-12,1.42084e-07,0.108465
-0.00189942,4.13168e-12,7.79359e-07,0.302696
-0.00165813,1.61136e-12,1.98522e-06,0.476073
-0.00141684,-1.76357e-12,3.4318e-06,0.632419
-0.00116113,-6.96692e-12,4.82355e-06,0.78791
-0.000884355,-1.21382e-11,5.36896e-06,0.911069
-0.000596066,-1.12298e-11,4.69653e-06,0.999248
-0.000299995,-7.42575e-12,2.76083e-06,1.05244
-1.35525e-20,-5.57505e-12,6.73441e-12,1.07028
0.000299995,-7.57376e-12,-2.76082e-06,1.05244
0.000596066,-1.18082e-11,-4.69652e-06,0.999248
0.000884355,-1.262e-11,-5.36895e-06,0.911069
0.00116113,-8.95219e-12,-4.82355e-06,0.78791
0.00141684,-4.86802e-12,-3.4318e-06,0.632419
0.00165813,-2.51499e-12,-1.98522e-06,0.476073
0.00189942,-1.97426e-12,-7.79361e-07,0.302696
0.00214072,-1.22238e-12,-1.42085e-07,0.108465
