y,U_0,U_1,U_2
-0.00214072,-5.61019e-12,9.22898e-06,0.109745
-0.00189942,-4.4447e-12,5.07722e-05,0.305555
-0.00165813,2.45523e-11,0.000129586,0.479283
-0.00141684,7.68028e-11,0.000224307,0.634463
-0.00116113,1.18545e-10,0.000315594,0.786881
-0.000884355,9.80094e-11,0.000351408,0.905649
-0.000596066,5.54539e-11,0.000307281,0.989042
-0.000299995,4.54632e-11,0.000180521,1.03844
0,3.92917e-11,-1.0924e-12,1.05482
0.000299995,1.32399e-11,-0.000180521,1.03844
0.000596066,-6.97817e-12,-0.000307281,0.989042
0.000884355,1.36826e-11,-0.000351408,0.905649
0.00116113,5.09027e-11,-0.000315594,0.786881
0.00141684,5.6336e-11,-0.000224307,0.634463
0.00165813,3.38907e-11,-0.000129586,0.479283
0.00189942,1.10126e-11,-5.07723e-05,0.305555
0.00214072,2.00215e-12,-9.22898e-06,0.109745
