y,U_0,U_1,U_2
-0.00214072,-2.02423e-12,5.86415e-10,0.108445
-0.00189942,-1.38304e-11,3.28065e-09,0.302651
-0.00165813,-6.10718e-11,8.4386e-09,0.476023
-0.00141684,-1.11137e-10,1.46582e-08,0.632387
-0.00116113,-9.33996e-11,2.06669e-08,0.787926
-0.000884355,2.94441e-12,2.30426e-08,0.911154
-0.000596066,8.5386e-11,2.01786e-08,0.999408
-0.000299995,1.11187e-10,1.1884e-08,1.05267
0,1.1202e-10,4.03185e-11,1.07053
0.000299995,1.0757e-10,-1.18097e-08,1.05267
0.000596066,7.32244e-11,-2.01204e-08,0.999408
0.000884355,-1.12584e-11,-2.30043e-08,0.911154
0.00116113,-8.98533e-11,-2.06465e-08,0.787926
0.00141684,-9.0091e-11,-1.46499e-08,0.632387
0.00165813,-4.26842e-11,-8.43426e-09,0.476023
0.00189942,-6.86621e-12,-3.27746e-09,0.302651
0.00214072,-6.70409e-13,-5.85189e-10,0.108445
