y,U_0,U_1,U_2
-0.00214072,-9.28531e-13,-5.63261e-09,0.108445
-0.00189942,-3.00207e-12,-1.70354e-08,0.302651
-0.00165813,-4.03932e-12,-2.34391e-08,0.476023
-0.00141684,-2.4625e-13,-1.89853e-08,0.632387
-0.00116113,9.37066e-12,-3.13781e-10,0.787926
-0.000884355,1.50486e-11,2.30276e-08,0.911155
-0.000596066,1.0518e-11,3.4092e-08,0.99941
-0.000299995,2.67326e-12,2.45934e-08,1.05267
0,-6.07975e-13,-3.20256e-13,1.07053
0.000299995,2.85647e-12,-2.45937e-08,1.05267
0.000596066,1.08696e-11,-3.40906e-08,0.99941
0.000884355,1.52603e-11,-2.30241e-08,0.911155
0.00116113,9.23143e-12,3.17758e-10,0.787926
0.00141684,-5.74489e-13,1.89869e-08,0.632387
0.00165813,-4.28925e-12,2.34397e-08,0.476023
0.00189942,-3.12901e-12,1.70364e-08,0.302651
0.00214072,-9.39248e-13,5.63277e-09,0.108445
