y,U_0,U_1,U_2
-0.00214072,-7.25498e-12,3.51929e-07,0.108495
-0.00189942,-1.77732e-11,1.93054e-06,0.302762
-0.00165813,-1.97856e-11,4.9178e-06,0.476147
-0.00141684,-1.75112e-12,8.50159e-06,0.632467
-0.00116113,3.45019e-11,1.19498e-05,0.787886
-0.000884355,4.99098e-11,1.33012e-05,0.910943
-0.000596066,2.91614e-11,1.16354e-05,0.999011
-0.000299995,-2.34917e-13,6.83979e-06,1.05212
0,-1.20976e-11,-4.02619e-12,1.06993
0.000299995,-1.16716e-12,-6.8398e-06,1.05212
0.000596066,2.74481e-11,-1.16354e-05,0.999011
0.000884355,4.92842e-11,-1.33012e-05,0.910943
0.00116113,3.40375e-11,-1.19498e-05,0.787886
0.00141684,-1.77695e-12,-8.50158e-06,0.632467
0.00165813,-1.91121e-11,-4.9178e-06,0.476147
0.00189942,-1.70384e-11,-1.93054e-06,0.302762
0.00214072,-6.61906e-12,-3.5193e-07,0.108495
