y,U_0,U_1,U_2
-0.00214072,-3.97996e-10,5.39509e-06,0.109208
-0.00189942,-2.6952e-10,2.96433e-05,0.304354
-0.00165813,3.85667e-10,7.55962e-05,0.477934
-0.00141684,1.12164e-09,0.000130788,0.633604
-0.00116113,-1.04073e-09,0.000183952,0.787314
-0.000884355,-4.85615e-09,0.000204814,0.907929
-0.000596066,4.08165e-09,0.000179148,0.993333
-0.000299995,2.38205e-09,0.000105291,1.04432
0,2.2308e-09,-7.264e-11,1.06132
0.000299995,3.33427e-09,-0.000105285,1.04432
0.000596066,-3.72112e-09,-0.00017915,0.993334
0.000884355,-1.64496e-09,-0.000204819,0.907929
0.00116113,-1.31268e-10,-0.00018395,0.787314
0.00141684,-6.33206e-11,-0.000130787,0.633604
0.00165813,-1.81289e-10,-7.55959e-05,0.477934
0.00189942,-2.45944e-10,-2.96427e-05,0.304354
0.00214072,-1.20266e-10,-5.39477e-06,0.109208
