y,U_0,U_1,U_2
-0.00214072,2.56351e-12,1.18064e-06,0.108612
-0.00189942,2.26265e-11,6.47833e-06,0.303025
-0.00165813,1.50518e-10,1.65059e-05,0.476441
-0.00141684,3.34789e-10,2.85383e-05,0.632654
-0.00116113,3.60535e-10,4.01182e-05,0.787792
-0.000884355,7.25535e-11,4.46587e-05,0.910447
-0.000596066,-2.71734e-10,3.90663e-05,0.998076
-0.000299995,-4.30224e-10,2.29645e-05,1.05083
0,-4.55067e-10,-2.0037e-10,1.06851
0.000299995,-4.40818e-10,-2.29649e-05,1.05083
0.000596066,-3.32585e-10,-3.90666e-05,0.998076
0.000884355,-3.00767e-11,-4.46589e-05,0.910447
0.00116113,3.15662e-10,-4.01183e-05,0.787792
0.00141684,3.94579e-10,-2.85384e-05,0.632654
0.00165813,2.36823e-10,-1.6506e-05,0.476441
0.00189942,7.26735e-11,-6.47836e-06,0.303025
0.00214072,1.72966e-11,-1.18065e-06,0.108612
