y,U_0,U_1,U_2
-0.00214072,1.70905e-11,2.80641e-09,0.108445
-0.00189942,-5.74298e-12,1.5367e-08,0.302651
-0.00165813,-5.01803e-11,3.91058e-08,0.476024
-0.00141684,-7.53942e-11,6.75909e-08,0.632388
-0.00116113,-2.47313e-11,9.50359e-08,0.787926
-0.000884355,2.16886e-10,1.05795e-07,0.911153
-0.000596066,4.53821e-10,9.20061e-08,0.999405
-0.000299995,-3.56602e-10,5.38613e-08,1.05266
1.35525e-20,-2.49519e-10,6.08205e-11,1.07052
0.000299995,-1.82334e-10,-5.43144e-08,1.05266
0.000596066,-2.59477e-10,-9.1957e-08,0.999405
0.000884355,4.16003e-10,-1.05301e-07,0.911153
0.00116113,2.05594e-10,-9.50517e-08,0.787926
0.00141684,9.61271e-11,-6.7661e-08,0.632388
0.00165813,1.2818e-10,-3.91439e-08,0.476024
0.00189942,1.36308e-10,-1.53703e-08,0.302651
0.00214072,6.21299e-11,-2.80298e-09,0.108445
