"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.011472,3.6733e-37,7.2432e-21,4.0298e-17,1,0,0,-0.00227,0.049
0.011472,-4.0603e-23,7.1249e-07,0.0039639,1,4.54e-06,0,-0.0022655,0.049
0.011472,-1.5794e-22,1.425e-06,0.0079279,1,9.0799e-06,0,-0.0022609,0.049
0.011472,-3.5201e-22,2.1375e-06,0.011892,1,1.362e-05,0,-0.0022564,0.049
0.011472,-6.2283e-22,2.85e-06,0.015856,1,1.816e-05,0,-0.0022518,0.049
0.011472,-9.7038e-22,3.5625e-06,0.01982,1,2.27e-05,0,-0.0022473,0.049
0.011472,-1.1645e-21,4.275e-06,0.023784,1,2.724e-05,0,-0.0022428,0.049
0.011472,-1.3585e-21,4.9875e-06,0.027748,1,3.178e-05,0,-0.0022382,0.049
0.011472,-1.8595e-21,5.7e-06,0.031712,1,3.632e-05,0,-0.0022337,0.049
0.011472,-2.092e-21,6.4125e-06,0.035676,1,4.086e-05,0,-0.0022291,0.049
0.011472,-2.3244e-21,7.125e-06,0.03964,1,4.54e-05,0,-0.0022246,0.049
0.011472,-2.5569e-21,7.8375e-06,0.043604,1,4.994e-05,0,-0.0022201,0.049
0.011472,-2.7893e-21,8.55e-06,0.047568,1,5.448e-05,0,-0.0022155,0.049
0.011472,-3.0218e-21,9.2625e-06,0.051531,1,5.902e-05,0,-0.002211,0.049
0.011472,-3.2542e-21,9.975e-06,0.055495,1,6.356e-05,0,-0.0022064,0.049
0.011472,5.3551e-16,1.0687e-05,0.059459,1,6.81e-05,0,-0.0022019,0.049
0.011472,4.5792e-15,1.14e-05,0.063423,1,7.264e-05,0,-0.0021974,0.049
0.011472,-3.9515e-21,1.2112e-05,0.067387,1,7.718e-05,0,-0.0021928,0.049
0.011472,-4.184e-21,1.2825e-05,0.071351,1,8.172e-05,0,-0.0021883,0.049
0.011472,-4.4164e-21,1.3537e-05,0.075315,1,8.626e-05,0,-0.0021837,0.049
0.011472,-4.6489e-21,1.425e-05,0.079279,1,9.08e-05,0,-0.0021792,0.049
0.011472,-4.8813e-21,1.4962e-05,0.083243,1,9.534e-05,0,-0.0021747,0.049
0.011472,-5.1138e-21,1.5675e-05,0.087207,1,9.988e-05,0,-0.0021701,0.049
0.011472,-4.4637e-21,1.6387e-05,0.091171,1,0.00010442,0,-0.0021656,0.049
0.011472,-4.6578e-21,1.71e-05,0.095135,1,0.00010896,0,-0.002161,0.049
0.011473,-4.8519e-21,1.7812e-05,0.099099,1,0.0001135,0,-0.0021565,0.049
0.011473,-4.0484e-21,1.8525e-05,0.10306,1,0.00011804,0,-0.002152,0.049
0.011473,-3.1682e-21,1.9237e-05,0.10703,1,0.00012258,0,-0.0021474,0.049
0.011473,-2.2112e-21,1.995e-05,0.11099,1,0.00012712,0,-0.0021429,0.049
0.011473,-1.1775e-21,2.0662e-05,0.11495,1,0.00013166,0,-0.0021383,0.049
0.011473,1.084e-21,2.1375e-05,0.11892,1,0.0001362,0,-0.0021338,0.049
0.011473,4.2232e-21,2.2306e-05,0.12277,1,0.00014074,0,-0.0021293,0.049
0.011473,3.3768e-21,2.3477e-05,0.1265,1,0.00014528,0,-0.0021247,0.049
0.011473,2.3503e-21,2.4647e-05,0.13024,1,0.00014982,0,-0.0021202,0.049
0.011473,2.4713e-21,2.5818e-05,0.13397,1,0.00015436,0,-0.0021156,0.049
0.011473,2.5022e-21,2.6988e-05,0.1377,1,0.0001589,0,-0.0021111,0.049
0.011473,2.4429e-21,2.8159e-05,0.14143,1,0.00016344,0,-0.0021066,0.049
0.011473,2.2937e-21,2.9329e-05,0.14517,1,0.00016798,0,-0.002102,0.049
0.011473,3.5622e-21,3.05e-05,0.1489,1,0.00017252,0,-0.0020975,0.049
0.011473,4.8307e-21,3.167e-05,0.15263,1,0.00017706,0,-0.0020929,0.049
0.011473,4.5012e-21,3.2841e-05,0.15636,1,0.0001816,0,-0.0020884,0.049
0.011473,5.7246e-21,3.4011e-05,0.1601,1,0.00018614,0,-0.0020839,0.049
0.011473,6.9481e-21,3.5182e-05,0.16383,1,0.00019068,0,-0.0020793,0.049
0.011473,8.1717e-21,3.6352e-05,0.16756,1,0.00019522,0,-0.0020748,0.049
0.011473,9.3952e-21,3.7523e-05,0.17129,1,0.00019976,0,-0.0020702,0.049
0.011473,1.8353e-14,3.8693e-05,0.17503,1,0.0002043,0,-0.0020657,0.049
0.011473,1.4385e-15,3.9864e-05,0.17876,1,0.00020884,0,-0.0020612,0.049
0.011473,1.3066e-20,4.1034e-05,0.18249,1,0.00021338,0,-0.0020566,0.049
0.011473,1.4289e-20,4.2205e-05,0.18622,1,0.00021792,0,-0.0020521,0.049
0.011473,1.5513e-20,4.3375e-05,0.18996,1,0.00022246,0,-0.0020475,0.049
0.011473,1.6736e-20,4.4546e-05,0.19369,1,0.000227,0,-0.002043,0.049
0.011473,1.796e-20,4.5716e-05,0.19742,1,0.00023154,0,-0.0020385,0.049
0.011473,1.9183e-20,4.6887e-05,0.20115,1,0.00023608,0,-0.0020339,0.049
0.011474,2.2591e-20,4.8057e-05,0.20489,1,0.00024062,0,-0.0020294,0.049
0.011474,2.3859e-20,4.9228e-05,0.20862,1,0.00024516,0,-0.0020248,0.049
0.011474,2.7402e-20,5.0398e-05,0.21235,1,0.0002497,0,-0.0020203,0.049
0.011474,2.8715e-20,5.1569e-05,0.21608,1,0.00025424,0,-0.0020158,0.049
0.011474,3.2393e-20,5.2739e-05,0.21981,1,0.00025878,0,-0.0020112,0.049
0.011474,3.857e-20,5.391e-05,0.22355,1,0.00026332,0,-0.0020067,0.049
0.011474,4.4927e-20,5.508e-05,0.22728,1,0.00026786,0,-0.0020021,0.049
0.011474,5.1465e-20,5.6251e-05,0.23101,1,0.0002724,0,-0.0019976,0.049
0.011474,6.0727e-20,5.7421e-05,0.23474,1,0.00027694,0,-0.0019931,0.049
0.011474,6.3181e-20,5.8832e-05,0.23825,1,0.00028148,0,-0.0019885,0.049
0.011474,5.7739e-20,6.0255e-05,0.24174,1,0.00028602,0,-0.001984,0.049
0.011474,5.4693e-20,6.1677e-05,0.24523,1,0.00029056,0,-0.0019794,0.049
0.011473,5.145e-20,6.31e-05,0.24873,1,0.0002951,0,-0.0019749,0.049
0.011473,4.801e-20,6.4522e-05,0.25222,1,0.00029964,0,-0.0019704,0.049
0.011473,4.7212e-20,6.5945e-05,0.25571,1,0.00030418,0,-0.0019658,0.049
0.011473,4.6316e-20,6.7367e-05,0.2592,1,0.00030872,0,-0.0019613,0.049
0.011473,4.826e-20,6.879e-05,0.26269,1,0.00031326,0,-0.0019567,0.049
0.011473,4.7216e-20,7.0212e-05,0.26619,1,0.0003178,0,-0.0019522,0.049
0.011473,4.9111e-20,7.1635e-05,0.26968,1,0.00032234,0,-0.0019477,0.049
0.011473,5.1005e-20,7.3057e-05,0.27317,1,0.00032688,0,-0.0019431,0.049
0.011473,5.29e-20,7.448e-05,0.27666,1,0.00033142,0,-0.0019386,0.049
0.011473,5.4794e-20,7.5902e-05,0.28016,1,0.00033596,0,-0.001934,0.049
0.011473,5.6689e-20,7.7325e-05,0.28365,1,0.0003405,0,-0.0019295,0.049
0.011473,6.1352e-15,7.8747e-05,0.28714,1,0.00034504,0,-0.001925,0.049
0.011473,3.2141e-14,8.017e-05,0.29063,1,0.00034958,0,-0.0019204,0.049
0.011473,6.2373e-20,8.1592e-05,0.29413,1,0.00035412,0,-0.0019159,0.049
0.011472,6.4267e-20,8.3015e-05,0.29762,1,0.00035866,0,-0.0019113,0.049
0.011472,6.6162e-20,8.4437e-05,0.30111,1,0.0003632,0,-0.0019068,0.049
0.011472,6.8057e-20,8.5859e-05,0.3046,1,0.00036774,0,-0.0019023,0.049
0.011472,6.9951e-20,8.7282e-05,0.3081,1,0.00037228,0,-0.0018977,0.049
0.011472,7.5475e-20,8.8704e-05,0.31159,1,0.00037682,0,-0.0018932,0.049
0.011472,7.7419e-20,9.0127e-05,0.31508,1,0.00038136,0,-0.0018886,0.049
0.011472,8.309e-20,9.1549e-05,0.31857,1,0.0003859,0,-0.0018841,0.049
0.011472,8.8861e-20,9.2972e-05,0.32207,1,0.00039044,0,-0.0018796,0.049
0.011472,9.473e-20,9.4394e-05,0.32556,1,0.00039498,0,-0.001875,0.049
0.011472,1.0457e-19,9.5817e-05,0.32905,1,0.00039952,0,-0.0018705,0.049
0.011472,1.1854e-19,9.7239e-05,0.33254,1,0.00040406,0,-0.0018659,0.049
0.011472,1.328e-19,9.8662e-05,0.33604,1,0.0004086,0,-0.0018614,0.049
0.011472,1.5138e-19,0.00010008,0.33953,1,0.00041314,0,-0.0018569,0.049
0.011471,-9.2991e-12,0.0001015,0.34292,1,0.00041768,0,-0.0018523,0.049
0.011471,-6.768e-13,0.00010292,0.34619,1,0.00042222,0,-0.0018478,0.049
0.011471,-2.2191e-14,0.00010433,0.34946,1,0.00042676,0,-0.0018432,0.049
0.011471,-1.8657e-16,0.00010575,0.35273,1,0.0004313,0,-0.0018387,0.049
0.011471,-6.4548e-13,0.00010716,0.356,1,0.00043584,0,-0.0018342,0.049
0.011471,-9.086e-17,0.00010858,0.35927,1,0.00044038,0,-0.0018296,0.049
0.01147,-2.467e-16,0.00010999,0.36253,1,0.00044492,0,-0.0018251,0.049
0.01147,-1.4486e-12,0.00011141,0.3658,1,0.00044946,0,-0.0018205,0.049
0.01147,-8.4172e-15,0.00011282,0.36907,1,0.000454,0,-0.001816,0.049
0.01147,-3.2139e-12,0.00011423,0.37234,1,0.00045854,0,-0.0018115,0.049
0.01147,-3.7894e-13,0.00011565,0.37561,1,0.00046308,0,-0.0018069,0.049
0.011469,-1.3731e-14,0.00011706,0.37887,1,0.00046762,0,-0.0018024,0.049
0.011469,-6.8261e-13,0.00011848,0.38214,1,0.00047216,0,-0.0017978,0.049
0.011469,-2.145e-13,0.00011989,0.38541,1,0.0004767,0,-0.0017933,0.049
0.011469,-8.3605e-12,0.00012131,0.38868,1,0.00048124,0,-0.0017888,0.049
0.011469,-2.0691e-13,0.00012272,0.39195,1,0.00048578,0,-0.0017842,0.049
0.011468,-3.1831e-15,0.00012414,0.39521,1,0.00049032,0,-0.0017797,0.049
0.011468,-8.0368e-12,0.00012555,0.39848,1,0.00049486,0,-0.0017751,0.049
0.011468,-4.7413e-13,0.00012697,0.40175,1,0.0004994,0,-0.0017706,0.049
0.011468,-8.9232e-15,0.00012838,0.40502,1,0.00050394,0,-0.0017661,0.049
0.011468,-6.4222e-12,0.00012979,0.40829,1,0.00050848,0,-0.0017615,0.049
0.011468,-1.0194e-13,0.00013121,0.41155,1,0.00051302,0,-0.001757,0.049
0.011467,-2.7643e-16,0.00013262,0.41482,1,0.00051756,0,-0.0017524,0.049
0.011467,-2.19e-14,0.00013404,0.41809,1,0.0005221,0,-0.0017479,0.049
0.011467,-3.0919e-13,0.00013545,0.42136,1,0.00052664,0,-0.0017434,0.049
0.011467,-2.0059e-12,0.00013687,0.42463,1,0.00053118,0,-0.0017388,0.049
0.011467,-8.3613e-12,0.00013828,0.42789,1,0.00053572,0,-0.0017343,0.049
0.011466,-3.4117e-17,0.0001397,0.43116,1,0.00054026,0,-0.0017297,0.049
0.011466,-1.9995e-16,0.00014111,0.43443,1,0.0005448,0,-0.0017252,0.049
0.011466,-8.8332e-16,0.00014253,0.4377,1,0.00054934,0,-0.0017207,0.049
0.011466,2.5576e-08,0.00014394,0.44097,1,0.00055388,0,-0.0017161,0.049
0.011466,2.2534e-19,0.00014534,0.44405,1,0.00055842,0,-0.0017116,0.049
0.011465,1.8079e-19,0.00014673,0.44712,1,0.00056296,0,-0.001707,0.049
0.011465,1.445e-19,0.00014813,0.45018,1,0.0005675,0,-0.0017025,0.049
0.011465,1.155e-19,0.00014952,0.45325,1,0.00057204,0,-0.001698,0.049
0.011464,9.2856e-20,0.00015092,0.45631,1,0.00057658,0,-0.0016934,0.049
0.011464,7.5642e-20,0.00015231,0.45938,1,0.00058112,0,-0.0016889,0.049
0.011464,6.2994e-20,0.00015371,0.46245,1,0.00058566,0,-0.0016843,0.049
