"p","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.059067,0,0,0,1,0,0,-0.0022669,0.045
0.059067,-2.0587e-13,2.7689e-07,0.0039797,1,4.5337e-06,0,-0.0022624,0.045
0.059067,-4.1176e-13,5.538e-07,0.0079596,1,9.0676e-06,0,-0.0022578,0.045
0.059067,-6.1763e-13,8.3069e-07,0.011939,1,1.3601e-05,0,-0.0022533,0.045
0.059067,-8.2351e-13,1.1076e-06,0.015919,1,1.8135e-05,0,-0.0022488,0.045
0.059067,-1.0294e-12,1.3845e-06,0.019899,1,2.2669e-05,0,-0.0022442,0.045
0.059067,-1.2353e-12,1.6614e-06,0.023879,1,2.7203e-05,0,-0.0022397,0.045
0.059067,-1.4411e-12,1.9383e-06,0.027859,1,3.1736e-05,0,-0.0022352,0.045
0.059067,-1.647e-12,2.2152e-06,0.031838,1,3.627e-05,0,-0.0022306,0.045
0.059067,-1.8529e-12,2.4921e-06,0.035818,1,4.0804e-05,0,-0.0022261,0.045
0.059067,-2.0588e-12,2.769e-06,0.039798,1,4.5338e-05,0,-0.0022216,0.045
0.059067,-2.2647e-12,3.0459e-06,0.043778,1,4.9872e-05,0,-0.002217,0.045
0.059067,-2.4705e-12,3.3228e-06,0.047758,1,5.4405e-05,0,-0.0022125,0.045
0.059067,-2.6764e-12,3.5997e-06,0.051738,1,5.8939e-05,0,-0.0022079,0.045
0.059067,-2.8823e-12,3.8766e-06,0.055717,1,6.3473e-05,0,-0.0022034,0.045
0.059067,-3.0882e-12,4.1535e-06,0.059697,1,6.8007e-05,0,-0.0021989,0.045
0.059067,-3.294e-12,4.4304e-06,0.063677,1,7.254e-05,0,-0.0021943,0.045
0.059067,-3.4999e-12,4.7073e-06,0.067657,1,7.7074e-05,0,-0.0021898,0.045
0.059067,-3.7058e-12,4.9842e-06,0.071636,1,8.1608e-05,0,-0.0021853,0.045
0.059067,-3.9117e-12,5.2611e-06,0.075616,1,8.6142e-05,0,-0.0021807,0.045
0.059067,-4.1176e-12,5.538e-06,0.079596,1,9.0676e-05,0,-0.0021762,0.045
0.059067,-4.3234e-12,5.8149e-06,0.083576,1,9.5209e-05,0,-0.0021717,0.045
0.059067,-4.5293e-12,6.0918e-06,0.087556,1,9.9743e-05,0,-0.0021671,0.045
0.059067,-4.7352e-12,6.3687e-06,0.091535,1,0.00010428,0,-0.0021626,0.045
0.059067,-4.9411e-12,6.6456e-06,0.095515,1,0.00010881,0,-0.0021581,0.045
0.059067,-5.1469e-12,6.9225e-06,0.099495,1,0.00011334,0,-0.0021535,0.045
0.059067,-5.3528e-12,7.1994e-06,0.10347,1,0.00011788,0,-0.002149,0.045
0.059067,-5.5587e-12,7.4763e-06,0.10745,1,0.00012241,0,-0.0021445,0.045
0.059067,-5.7646e-12,7.7532e-06,0.11143,1,0.00012695,0,-0.0021399,0.045
0.059067,-5.9704e-12,8.0301e-06,0.11541,1,0.00013148,0,-0.0021354,0.045
0.059067,-6.1763e-12,8.307e-06,0.11939,1,0.00013601,0,-0.0021309,0.045
0.059067,-6.31e-12,8.7466e-06,0.12326,1,0.00014055,0,-0.0021263,0.045
0.059067,-6.3687e-12,9.3552e-06,0.127,1,0.00014508,0,-0.0021218,0.045
0.059067,-6.4274e-12,9.9637e-06,0.13075,1,0.00014961,0,-0.0021173,0.045
0.059068,-6.4861e-12,1.0572e-05,0.13449,1,0.00015415,0,-0.0021127,0.045
0.059068,-6.5447e-12,1.1181e-05,0.13824,1,0.00015868,0,-0.0021082,0.045
0.059068,-6.6034e-12,1.1789e-05,0.14198,1,0.00016322,0,-0.0021037,0.045
0.059068,-6.6621e-12,1.2398e-05,0.14573,1,0.00016775,0,-0.0020991,0.045
0.059068,-6.7208e-12,1.3007e-05,0.14947,1,0.00017228,0,-0.0020946,0.045
0.059068,-6.7795e-12,1.3615e-05,0.15321,1,0.00017682,0,-0.0020901,0.045
0.059068,-6.8382e-12,1.4224e-05,0.15696,1,0.00018135,0,-0.0020855,0.045
0.059068,-6.8969e-12,1.4832e-05,0.1607,1,0.00018589,0,-0.002081,0.045
0.059068,-6.9556e-12,1.5441e-05,0.16445,1,0.00019042,0,-0.0020765,0.045
0.059068,-7.0143e-12,1.6049e-05,0.16819,1,0.00019495,0,-0.0020719,0.045
0.059068,-7.0729e-12,1.6658e-05,0.17194,1,0.00019949,0,-0.0020674,0.045
0.059068,-7.1316e-12,1.7267e-05,0.17568,1,0.00020402,0,-0.0020629,0.045
0.059068,-7.1903e-12,1.7875e-05,0.17943,1,0.00020855,0,-0.0020583,0.045
0.059068,-7.249e-12,1.8484e-05,0.18317,1,0.00021309,0,-0.0020538,0.045
0.059068,-7.3077e-12,1.9092e-05,0.18691,1,0.00021762,0,-0.0020493,0.045
0.059068,-7.3664e-12,1.9701e-05,0.19066,1,0.00022216,0,-0.0020447,0.045
0.059068,-7.4251e-12,2.0309e-05,0.1944,1,0.00022669,0,-0.0020402,0.045
0.059068,-7.4838e-12,2.0918e-05,0.19815,1,0.00023122,0,-0.0020357,0.045
0.059068,-7.5425e-12,2.1527e-05,0.20189,1,0.00023576,0,-0.0020311,0.045
0.059068,-7.6011e-12,2.2135e-05,0.20564,1,0.00024029,0,-0.0020266,0.045
0.059068,-7.6598e-12,2.2744e-05,0.20938,1,0.00024482,0,-0.0020221,0.045
0.059068,-7.7185e-12,2.3352e-05,0.21313,1,0.00024936,0,-0.0020175,0.045
0.059068,-7.7772e-12,2.3961e-05,0.21687,1,0.00025389,0,-0.002013,0.045
0.059068,-7.8359e-12,2.4569e-05,0.22061,1,0.00025843,0,-0.0020085,0.045
0.059069,-7.8946e-12,2.5178e-05,0.22436,1,0.00026296,0,-0.0020039,0.045
0.059069,-7.9533e-12,2.5787e-05,0.2281,1,0.00026749,0,-0.0019994,0.045
0.059069,-8.012e-12,2.6395e-05,0.23185,1,0.00027203,0,-0.0019949,0.045
0.059069,-8.0707e-12,2.7004e-05,0.23559,1,0.00027656,0,-0.0019903,0.045
0.059069,-8.0169e-12,2.7977e-05,0.2391,1,0.00028109,0,-0.0019858,0.045
0.059069,-7.961e-12,2.8958e-05,0.2426,1,0.00028563,0,-0.0019813,0.045
0.059069,-7.9051e-12,2.9939e-05,0.2461,1,0.00029016,0,-0.0019767,0.045
0.059069,-7.8492e-12,3.0919e-05,0.2496,1,0.0002947,0,-0.0019722,0.045
0.059069,-7.7933e-12,3.19e-05,0.2531,1,0.00029923,0,-0.0019677,0.045
0.059069,-7.7375e-12,3.2881e-05,0.25661,1,0.00030376,0,-0.0019631,0.045
0.059069,-7.6816e-12,3.3861e-05,0.26011,1,0.0003083,0,-0.0019586,0.045
0.059069,-7.6257e-12,3.4842e-05,0.26361,1,0.00031283,0,-0.0019541,0.045
0.059069,-7.5698e-12,3.5823e-05,0.26711,1,0.00031736,0,-0.0019495,0.045
0.059069,-7.5139e-12,3.6803e-05,0.27061,1,0.0003219,0,-0.001945,0.045
0.059069,-7.458e-12,3.7784e-05,0.27411,1,0.00032643,0,-0.0019405,0.045
0.059069,-7.4021e-12,3.8764e-05,0.27762,1,0.00033097,0,-0.0019359,0.045
0.059069,-7.3462e-12,3.9745e-05,0.28112,1,0.0003355,0,-0.0019314,0.045
0.059069,-7.2903e-12,4.0726e-05,0.28462,1,0.00034003,0,-0.0019269,0.045
0.059069,-7.2344e-12,4.1706e-05,0.28812,1,0.00034457,0,-0.0019223,0.045
0.059069,-7.1785e-12,4.2687e-05,0.29162,1,0.0003491,0,-0.0019178,0.045
0.059069,-7.1226e-12,4.3668e-05,0.29512,1,0.00035363,0,-0.0019133,0.045
0.059069,-7.0667e-12,4.4648e-05,0.29863,1,0.00035817,0,-0.0019087,0.045
0.059069,-7.0108e-12,4.5629e-05,0.30213,1,0.0003627,0,-0.0019042,0.045
0.059069,-6.9549e-12,4.661e-05,0.30563,1,0.00036724,0,-0.0018997,0.045
0.059069,-6.899e-12,4.759e-05,0.30913,1,0.00037177,0,-0.0018951,0.045
0.059069,-6.8431e-12,4.8571e-05,0.31263,1,0.0003763,0,-0.0018906,0.045
0.059069,-6.7872e-12,4.9552e-05,0.31613,1,0.00038084,0,-0.0018861,0.045
0.059069,-6.7314e-12,5.0532e-05,0.31963,1,0.00038537,0,-0.0018815,0.045
0.059069,-6.6755e-12,5.1513e-05,0.32314,1,0.0003899,0,-0.001877,0.045
0.059069,-6.6196e-12,5.2493e-05,0.32664,1,0.00039444,0,-0.0018725,0.045
0.059069,-6.5637e-12,5.3474e-05,0.33014,1,0.00039897,0,-0.0018679,0.045
0.059069,-6.5078e-12,5.4455e-05,0.33364,1,0.00040351,0,-0.0018634,0.045
0.059069,-6.4519e-12,5.5435e-05,0.33714,1,0.00040804,0,-0.0018588,0.045
0.05907,-6.396e-12,5.6416e-05,0.34064,1,0.00041257,0,-0.0018543,0.045
0.05907,-6.3419e-12,5.7521e-05,0.34404,1,0.00041711,0,-0.0018498,0.045
0.05907,-6.2897e-12,5.8766e-05,0.34731,1,0.00042164,0,-0.0018452,0.045
0.05907,-6.2375e-12,6.0011e-05,0.35059,1,0.00042618,0,-0.0018407,0.045
0.05907,-6.1853e-12,6.1255e-05,0.35386,1,0.00043071,0,-0.0018362,0.045
0.05907,-6.1332e-12,6.25e-05,0.35713,1,0.00043524,0,-0.0018316,0.045
0.05907,-6.081e-12,6.3745e-05,0.36041,1,0.00043978,0,-0.0018271,0.045
0.05907,-6.0288e-12,6.499e-05,0.36368,1,0.00044431,0,-0.0018226,0.045
0.05907,-5.9767e-12,6.6234e-05,0.36696,1,0.00044884,0,-0.001818,0.045
0.05907,-5.9245e-12,6.7479e-05,0.37023,1,0.00045338,0,-0.0018135,0.045
0.05907,-5.8723e-12,6.8724e-05,0.3735,1,0.00045791,0,-0.001809,0.045
0.05907,-5.8202e-12,6.9969e-05,0.37678,1,0.00046245,0,-0.0018044,0.045
0.05907,-5.768e-12,7.1213e-05,0.38005,1,0.00046698,0,-0.0017999,0.045
0.05907,-5.7158e-12,7.2458e-05,0.38333,1,0.00047151,0,-0.0017954,0.045
0.05907,-5.6637e-12,7.3703e-05,0.3866,1,0.00047605,0,-0.0017908,0.045
0.05907,-5.6115e-12,7.4948e-05,0.38987,1,0.00048058,0,-0.0017863,0.045
0.05907,-5.5593e-12,7.6192e-05,0.39315,1,0.00048511,0,-0.0017818,0.045
0.05907,-5.5072e-12,7.7437e-05,0.39642,1,0.00048965,0,-0.0017772,0.045
0.05907,-5.455e-12,7.8682e-05,0.3997,1,0.00049418,0,-0.0017727,0.045
0.05907,-5.4028e-12,7.9927e-05,0.40297,1,0.00049872,0,-0.0017682,0.045
